complex type	sequence id	index	ortholog
alpha,alpha-trehalose-phosphate synthase complex (UDP-forming)	Schizosaccharomyces_pombe@Seq_43	121_42	OG1634
alpha,alpha-trehalose-phosphate synthase complex (UDP-forming)	Schizosaccharomyces_pombe@Seq_4824	121_4823	OG1634
alpha,alpha-trehalose-phosphate synthase complex (UDP-forming)	Schizosaccharomyces_pombe@Seq_5099	121_5098	OG1314
alpha-1,6-mannosyltransferase complex	Schizosaccharomyces_pombe@Seq_1434	121_1433	OG2675
alpha-1,6-mannosyltransferase complex	Schizosaccharomyces_pombe@Seq_3137	121_3136	OG1205
alpha-1,6-mannosyltransferase complex	Schizosaccharomyces_pombe@Seq_622	121_621	OG3907
anaphase-promoting complex	Schizosaccharomyces_pombe@Seq_1322	121_1321	OG4473
anaphase-promoting complex	Schizosaccharomyces_pombe@Seq_1451	121_1450	OG4262
anaphase-promoting complex	Schizosaccharomyces_pombe@Seq_1709	121_1708	OG78380
anaphase-promoting complex	Schizosaccharomyces_pombe@Seq_1976	121_1975	OG2691
anaphase-promoting complex	Schizosaccharomyces_pombe@Seq_2220	121_2219	OG4073
anaphase-promoting complex	Schizosaccharomyces_pombe@Seq_310	121_309	OG2853
anaphase-promoting complex	Schizosaccharomyces_pombe@Seq_386	121_385	OG1064
anaphase-promoting complex	Schizosaccharomyces_pombe@Seq_3950	121_3949	OG4432
anaphase-promoting complex	Schizosaccharomyces_pombe@Seq_4252	121_4251	OG4845
anaphase-promoting complex	Schizosaccharomyces_pombe@Seq_4565	121_4564	OG229885
anaphase-promoting complex	Schizosaccharomyces_pombe@Seq_4694	121_4693	OG7250
anaphase-promoting complex	Schizosaccharomyces_pombe@Seq_948	121_947	OG166033
anaphase-promoting complex	Schizosaccharomyces_pombe@Seq_983	121_982	OG2049
anthranilate synthase complex	Schizosaccharomyces_pombe@Seq_3529	121_3528	OG3108
anthranilate synthase complex	Schizosaccharomyces_pombe@Seq_430	121_429	OG2028
atf1-pcr1 complex	Schizosaccharomyces_pombe@Seq_2015	121_2014	OG7814
atf1-pcr1 complex	Schizosaccharomyces_pombe@Seq_3198	121_3197	OG202786
box H/ACA snoRNP complex	Schizosaccharomyces_pombe@Seq_2882	121_2881	OG2468
box H/ACA snoRNP complex	Schizosaccharomyces_pombe@Seq_303	121_302	OG4325
box H/ACA snoRNP complex	Schizosaccharomyces_pombe@Seq_4643	121_4642	OG2094
box H/ACA snoRNP complex	Schizosaccharomyces_pombe@Seq_4929	121_4928	OG2377
bub1-bub3 complex	Schizosaccharomyces_pombe@Seq_150	121_149	OG1577
bub1-bub3 complex	Schizosaccharomyces_pombe@Seq_4401	121_4400	OG4168
calcineurin complex	Schizosaccharomyces_pombe@Seq_3645	121_3644	OG3929
calcineurin complex	Schizosaccharomyces_pombe@Seq_4669	121_4668	OG1368
carbamoyl-phosphate synthase complex	Schizosaccharomyces_pombe@Seq_307	121_306	OG2721
carbamoyl-phosphate synthase complex	Schizosaccharomyces_pombe@Seq_3370	121_3369	OG1032
catalytic step 2 spliceosome	Schizosaccharomyces_pombe@Seq_2744	121_2743	OG7025
catalytic step 2 spliceosome	Schizosaccharomyces_pombe@Seq_4656	121_4655	OG3781
chaperonin-containing T-complex	Schizosaccharomyces_pombe@Seq_2050	121_2049	OG2111
chaperonin-containing T-complex	Schizosaccharomyces_pombe@Seq_2335	121_2334	OG1922
chaperonin-containing T-complex	Schizosaccharomyces_pombe@Seq_308	121_307	OG2039
chaperonin-containing T-complex	Schizosaccharomyces_pombe@Seq_4675	121_4674	OG1480
chaperonin-containing T-complex	Schizosaccharomyces_pombe@Seq_5046	121_5045	OG2405
chaperonin-containing T-complex	Schizosaccharomyces_pombe@Seq_557	121_556	OG1998
chaperonin-containing T-complex	Schizosaccharomyces_pombe@Seq_62	121_61	OG2021
chaperonin-containing T-complex	Schizosaccharomyces_pombe@Seq_620	121_619	OG2050
checkpoint clamp complex	Schizosaccharomyces_pombe@Seq_1928	121_1927	OG7064
checkpoint clamp complex	Schizosaccharomyces_pombe@Seq_5039	121_5038	OG10598
checkpoint clamp complex	Schizosaccharomyces_pombe@Seq_919	121_918	OG7810
chromosome passenger complex	Schizosaccharomyces_pombe@Seq_2067	121_2066	OG2838
chromosome passenger complex	Schizosaccharomyces_pombe@Seq_2164	121_2163	OG5430
chromosome passenger complex	Schizosaccharomyces_pombe@Seq_2853	121_2852	OG8122
chromosome passenger complex	Schizosaccharomyces_pombe@Seq_3554	121_3553	OG227827
commitment complex	Schizosaccharomyces_pombe@Seq_1208	121_1207	OG2974
commitment complex	Schizosaccharomyces_pombe@Seq_1285	121_1284	OG3347
commitment complex	Schizosaccharomyces_pombe@Seq_1603	121_1602	OG3385
commitment complex	Schizosaccharomyces_pombe@Seq_2485	121_2484	OG4924
commitment complex	Schizosaccharomyces_pombe@Seq_276	121_275	OG4047
commitment complex	Schizosaccharomyces_pombe@Seq_280	121_279	OG2378
commitment complex	Schizosaccharomyces_pombe@Seq_3154	121_3153	OG2725
commitment complex	Schizosaccharomyces_pombe@Seq_3605	121_3604	OG2905
commitment complex	Schizosaccharomyces_pombe@Seq_4385	121_4384	OG3454
commitment complex	Schizosaccharomyces_pombe@Seq_875	121_874	OG4742
cyclin-dependent protein kinase activating kinase holoenzyme complex	Schizosaccharomyces_pombe@Seq_1760	121_1759	OG2735
cytoplasmic dynein complex	Schizosaccharomyces_pombe@Seq_3715	121_3714	OG5269
cytoplasmic dynein complex	Schizosaccharomyces_pombe@Seq_3909	121_3908	OG2473
cytoplasmic dynein complex	Schizosaccharomyces_pombe@Seq_7	121_6	OG3876
cytoplasmic dynein complex	Schizosaccharomyces_pombe@Seq_962	121_961	OG159023
cytoplasmic exosome (RNase complex)	Schizosaccharomyces_pombe@Seq_1699	121_1698	OG2886
cytoplasmic exosome (RNase complex)	Schizosaccharomyces_pombe@Seq_1843	121_1842	OG1817
cytoplasmic exosome (RNase complex)	Schizosaccharomyces_pombe@Seq_1951	121_1950	OG2144
cytoplasmic exosome (RNase complex)	Schizosaccharomyces_pombe@Seq_2266	121_2265	OG2066
cytoplasmic exosome (RNase complex)	Schizosaccharomyces_pombe@Seq_2648	121_2647	OG3549
cytoplasmic exosome (RNase complex)	Schizosaccharomyces_pombe@Seq_3099	121_3098	OG2312
cytoplasmic exosome (RNase complex)	Schizosaccharomyces_pombe@Seq_3635	121_3634	OG3312
cytoplasmic exosome (RNase complex)	Schizosaccharomyces_pombe@Seq_3769	121_3768	OG3117
cytoplasmic exosome (RNase complex)	Schizosaccharomyces_pombe@Seq_704	121_703	OG2484
cytoplasmic exosome (RNase complex)	Schizosaccharomyces_pombe@Seq_716	121_715	OG12981
cytosolic large ribosomal subunit	Schizosaccharomyces_pombe@Seq_1032	121_1031	OG4787
cytosolic large ribosomal subunit	Schizosaccharomyces_pombe@Seq_1223	121_1222	OG2106
cytosolic large ribosomal subunit	Schizosaccharomyces_pombe@Seq_1239	121_1238	OG1222
cytosolic large ribosomal subunit	Schizosaccharomyces_pombe@Seq_1246	121_1245	OG1419
cytosolic large ribosomal subunit	Schizosaccharomyces_pombe@Seq_1291	121_1290	OG4585
cytosolic large ribosomal subunit	Schizosaccharomyces_pombe@Seq_1572	121_1571	OG1573
cytosolic large ribosomal subunit	Schizosaccharomyces_pombe@Seq_1624	121_1623	OG1481
cytosolic large ribosomal subunit	Schizosaccharomyces_pombe@Seq_1980	121_1979	OG1705
cytosolic large ribosomal subunit	Schizosaccharomyces_pombe@Seq_2032	121_2031	OG1705
cytosolic large ribosomal subunit	Schizosaccharomyces_pombe@Seq_2186	121_2185	OG1320
cytosolic large ribosomal subunit	Schizosaccharomyces_pombe@Seq_2210	121_2209	OG1873
cytosolic large ribosomal subunit	Schizosaccharomyces_pombe@Seq_2489	121_2488	OG3402
cytosolic large ribosomal subunit	Schizosaccharomyces_pombe@Seq_2535	121_2534	OG1385
cytosolic large ribosomal subunit	Schizosaccharomyces_pombe@Seq_2582	121_2581	OG1692
cytosolic large ribosomal subunit	Schizosaccharomyces_pombe@Seq_2635	121_2634	OG1478
cytosolic large ribosomal subunit	Schizosaccharomyces_pombe@Seq_2649	121_2648	OG5767
cytosolic large ribosomal subunit	Schizosaccharomyces_pombe@Seq_2741	121_2740	OG13533
cytosolic large ribosomal subunit	Schizosaccharomyces_pombe@Seq_2743	121_2742	OG1120
cytosolic large ribosomal subunit	Schizosaccharomyces_pombe@Seq_2930	121_2929	OG1670
cytosolic large ribosomal subunit	Schizosaccharomyces_pombe@Seq_3017	121_3016	OG1506
cytosolic large ribosomal subunit	Schizosaccharomyces_pombe@Seq_3210	121_3209	OG1222
cytosolic large ribosomal subunit	Schizosaccharomyces_pombe@Seq_3222	121_3221	OG1633
cytosolic large ribosomal subunit	Schizosaccharomyces_pombe@Seq_3253	121_3252	OG1243
cytosolic large ribosomal subunit	Schizosaccharomyces_pombe@Seq_3299	121_3298	OG1873
cytosolic large ribosomal subunit	Schizosaccharomyces_pombe@Seq_3400	121_3399	OG1091
cytosolic large ribosomal subunit	Schizosaccharomyces_pombe@Seq_3562	121_3561	OG1705
cytosolic large ribosomal subunit	Schizosaccharomyces_pombe@Seq_3647	121_3646	OG1140
cytosolic large ribosomal subunit	Schizosaccharomyces_pombe@Seq_3716	121_3715	OG3610
cytosolic large ribosomal subunit	Schizosaccharomyces_pombe@Seq_3801	121_3800	OG2372
cytosolic large ribosomal subunit	Schizosaccharomyces_pombe@Seq_3808	121_3807	OG1594
cytosolic large ribosomal subunit	Schizosaccharomyces_pombe@Seq_3954	121_3953	OG1133
cytosolic large ribosomal subunit	Schizosaccharomyces_pombe@Seq_4031	121_4030	OG1159
cytosolic large ribosomal subunit	Schizosaccharomyces_pombe@Seq_4034	121_4033	OG1728
cytosolic large ribosomal subunit	Schizosaccharomyces_pombe@Seq_4074	121_4073	OG1728
cytosolic large ribosomal subunit	Schizosaccharomyces_pombe@Seq_4090	121_4089	OG1405
cytosolic large ribosomal subunit	Schizosaccharomyces_pombe@Seq_4321	121_4320	OG3099
cytosolic large ribosomal subunit	Schizosaccharomyces_pombe@Seq_4353	121_4352	OG4650
cytosolic large ribosomal subunit	Schizosaccharomyces_pombe@Seq_4371	121_4370	OG3863
cytosolic large ribosomal subunit	Schizosaccharomyces_pombe@Seq_4514	121_4513	OG188098
cytosolic large ribosomal subunit	Schizosaccharomyces_pombe@Seq_4689	121_4688	OG1423
cytosolic large ribosomal subunit	Schizosaccharomyces_pombe@Seq_4761	121_4760	OG3219
cytosolic large ribosomal subunit	Schizosaccharomyces_pombe@Seq_4817	121_4816	OG2543
cytosolic large ribosomal subunit	Schizosaccharomyces_pombe@Seq_4884	121_4883	OG3857
cytosolic large ribosomal subunit	Schizosaccharomyces_pombe@Seq_4887	121_4886	OG1419
cytosolic large ribosomal subunit	Schizosaccharomyces_pombe@Seq_4908	121_4907	OG4650
cytosolic large ribosomal subunit	Schizosaccharomyces_pombe@Seq_4967	121_4966	OG1133
cytosolic large ribosomal subunit	Schizosaccharomyces_pombe@Seq_4993	121_4992	OG1091
cytosolic large ribosomal subunit	Schizosaccharomyces_pombe@Seq_5035	121_5034	OG2279
cytosolic large ribosomal subunit	Schizosaccharomyces_pombe@Seq_5038	121_5037	OG1378
cytosolic large ribosomal subunit	Schizosaccharomyces_pombe@Seq_505	121_504	OG1423
cytosolic large ribosomal subunit	Schizosaccharomyces_pombe@Seq_5053	121_5052	OG1091
cytosolic large ribosomal subunit	Schizosaccharomyces_pombe@Seq_5069	121_5068	OG2437
cytosolic large ribosomal subunit	Schizosaccharomyces_pombe@Seq_5084	121_5083	OG4965
cytosolic large ribosomal subunit	Schizosaccharomyces_pombe@Seq_5096	121_5095	OG1161
cytosolic large ribosomal subunit	Schizosaccharomyces_pombe@Seq_5108	121_5107	OG1692
cytosolic large ribosomal subunit	Schizosaccharomyces_pombe@Seq_522	121_521	OG3099
cytosolic large ribosomal subunit	Schizosaccharomyces_pombe@Seq_537	121_536	OG3219
cytosolic large ribosomal subunit	Schizosaccharomyces_pombe@Seq_659	121_658	OG1661
cytosolic large ribosomal subunit	Schizosaccharomyces_pombe@Seq_677	121_676	OG4585
cytosolic large ribosomal subunit	Schizosaccharomyces_pombe@Seq_820	121_819	OG1573
cytosolic large ribosomal subunit	Schizosaccharomyces_pombe@Seq_844	121_843	OG11856
cytosolic large ribosomal subunit	Schizosaccharomyces_pombe@Seq_857	121_856	OG1995
cytosolic large ribosomal subunit	Schizosaccharomyces_pombe@Seq_87	121_86	OG3403
cytosolic small ribosomal subunit	Schizosaccharomyces_pombe@Seq_1516	121_1515	OG1361
cytosolic small ribosomal subunit	Schizosaccharomyces_pombe@Seq_1611	121_1610	OG1319
cytosolic small ribosomal subunit	Schizosaccharomyces_pombe@Seq_1877	121_1876	OG1531
cytosolic small ribosomal subunit	Schizosaccharomyces_pombe@Seq_1989	121_1988	OG3558
cytosolic small ribosomal subunit	Schizosaccharomyces_pombe@Seq_2226	121_2225	OG1421
cytosolic small ribosomal subunit	Schizosaccharomyces_pombe@Seq_2279	121_2278	OG2550
cytosolic small ribosomal subunit	Schizosaccharomyces_pombe@Seq_2584	121_2583	OG1263
cytosolic small ribosomal subunit	Schizosaccharomyces_pombe@Seq_2844	121_2843	OG5635
cytosolic small ribosomal subunit	Schizosaccharomyces_pombe@Seq_2908	121_2907	OG1319
cytosolic small ribosomal subunit	Schizosaccharomyces_pombe@Seq_2949	121_2948	OG4944
cytosolic small ribosomal subunit	Schizosaccharomyces_pombe@Seq_3004	121_3003	OG2434
cytosolic small ribosomal subunit	Schizosaccharomyces_pombe@Seq_3082	121_3081	OG2022
cytosolic small ribosomal subunit	Schizosaccharomyces_pombe@Seq_3292	121_3291	OG1250
cytosolic small ribosomal subunit	Schizosaccharomyces_pombe@Seq_335	121_334	OG1361
cytosolic small ribosomal subunit	Schizosaccharomyces_pombe@Seq_3449	121_3448	OG1223
cytosolic small ribosomal subunit	Schizosaccharomyces_pombe@Seq_3550	121_3549	OG1454
cytosolic small ribosomal subunit	Schizosaccharomyces_pombe@Seq_3786	121_3785	OG1981
cytosolic small ribosomal subunit	Schizosaccharomyces_pombe@Seq_3842	121_3841	OG1366
cytosolic small ribosomal subunit	Schizosaccharomyces_pombe@Seq_399	121_398	OG1402
cytosolic small ribosomal subunit	Schizosaccharomyces_pombe@Seq_4028	121_4027	OG1284
cytosolic small ribosomal subunit	Schizosaccharomyces_pombe@Seq_4057	121_4056	OG1165
cytosolic small ribosomal subunit	Schizosaccharomyces_pombe@Seq_4215	121_4214	OG2550
cytosolic small ribosomal subunit	Schizosaccharomyces_pombe@Seq_4329	121_4328	OG1514
cytosolic small ribosomal subunit	Schizosaccharomyces_pombe@Seq_4391	121_4390	OG1412
cytosolic small ribosomal subunit	Schizosaccharomyces_pombe@Seq_45	121_44	OG1290
cytosolic small ribosomal subunit	Schizosaccharomyces_pombe@Seq_4680	121_4679	OG5106
cytosolic small ribosomal subunit	Schizosaccharomyces_pombe@Seq_4785	121_4784	OG4944
cytosolic small ribosomal subunit	Schizosaccharomyces_pombe@Seq_4823	121_4822	OG1404
cytosolic small ribosomal subunit	Schizosaccharomyces_pombe@Seq_4932	121_4931	OG1323
cytosolic small ribosomal subunit	Schizosaccharomyces_pombe@Seq_50	121_49	OG1140
cytosolic small ribosomal subunit	Schizosaccharomyces_pombe@Seq_5020	121_5019	OG5350
cytosolic small ribosomal subunit	Schizosaccharomyces_pombe@Seq_5089	121_5088	OG2580
cytosolic small ribosomal subunit	Schizosaccharomyces_pombe@Seq_5123	121_5122	OG1106
cytosolic small ribosomal subunit	Schizosaccharomyces_pombe@Seq_523	121_522	OG1402
cytosolic small ribosomal subunit	Schizosaccharomyces_pombe@Seq_528	121_527	OG1165
cytosolic small ribosomal subunit	Schizosaccharomyces_pombe@Seq_540	121_539	OG1963
cytosolic small ribosomal subunit	Schizosaccharomyces_pombe@Seq_819	121_818	OG1386
cytosolic small ribosomal subunit	Schizosaccharomyces_pombe@Seq_899	121_898	OG2198
cytosolic small ribosomal subunit	Schizosaccharomyces_pombe@Seq_98	121_97	OG1188
cytosolic tRNA wobble base thiouridylase complex	Schizosaccharomyces_pombe@Seq_116	121_115	OG1930
cytosolic tRNA wobble base thiouridylase complex	Schizosaccharomyces_pombe@Seq_637	121_636	OG2274
decaprenyl diphosphate synthase complex	Schizosaccharomyces_pombe@Seq_3033	121_3032	OG3062
decaprenyl diphosphate synthase complex	Schizosaccharomyces_pombe@Seq_4165	121_4164	OG81257
dehydrodolichyl diphosphate synthase complex	Schizosaccharomyces_pombe@Seq_3463	121_3462	OG3134
delta DNA polymerase complex	Schizosaccharomyces_pombe@Seq_1430	121_1429	OG1987
delta DNA polymerase complex	Schizosaccharomyces_pombe@Seq_1885	121_1884	OG9747
delta DNA polymerase complex	Schizosaccharomyces_pombe@Seq_3676	121_3675	OG3603
delta DNA polymerase complex	Schizosaccharomyces_pombe@Seq_4160	121_4159	OG7117
dynactin complex	Schizosaccharomyces_pombe@Seq_2862	121_2861	OG25763
dynactin complex	Schizosaccharomyces_pombe@Seq_3869	121_3868	OG65587
dynactin complex	Schizosaccharomyces_pombe@Seq_4175	121_4174	OG202776
dynactin complex	Schizosaccharomyces_pombe@Seq_4431	121_4430	OG214232
dynactin complex	Schizosaccharomyces_pombe@Seq_4885	121_4884	OG153993
eRF1 methyltransferase complex	Schizosaccharomyces_pombe@Seq_1022	121_1021	OG3486
eRF1 methyltransferase complex	Schizosaccharomyces_pombe@Seq_3531	121_3530	OG3519
eisosome filament	Schizosaccharomyces_pombe@Seq_292	121_291	OG1591
eisosome filament	Schizosaccharomyces_pombe@Seq_378	121_377	OG201769
elongin complex	Schizosaccharomyces_pombe@Seq_3718	121_3717	OG4956
elongin complex	Schizosaccharomyces_pombe@Seq_624	121_623	OG3237
epsilon DNA polymerase complex	Schizosaccharomyces_pombe@Seq_1284	121_1283	OG1863
epsilon DNA polymerase complex	Schizosaccharomyces_pombe@Seq_2344	121_2343	OG2814
epsilon DNA polymerase complex	Schizosaccharomyces_pombe@Seq_2517	121_2516	OG3113
epsilon DNA polymerase complex	Schizosaccharomyces_pombe@Seq_2643	121_2642	OG1737
eukaryotic 43S preinitiation complex	Schizosaccharomyces_pombe@Seq_2538	121_2537	OG4538
eukaryotic 43S preinitiation complex	Schizosaccharomyces_pombe@Seq_2740	121_2739	OG4370
eukaryotic 43S preinitiation complex	Schizosaccharomyces_pombe@Seq_2891	121_2890	OG138897
eukaryotic 43S preinitiation complex	Schizosaccharomyces_pombe@Seq_3396	121_3395	OG2160
eukaryotic 43S preinitiation complex	Schizosaccharomyces_pombe@Seq_3420	121_3419	OG4345
eukaryotic 43S preinitiation complex	Schizosaccharomyces_pombe@Seq_3509	121_3508	OG1117
eukaryotic 43S preinitiation complex	Schizosaccharomyces_pombe@Seq_3713	121_3712	OG2491
eukaryotic 43S preinitiation complex	Schizosaccharomyces_pombe@Seq_4665	121_4664	OG5101
eukaryotic 43S preinitiation complex	Schizosaccharomyces_pombe@Seq_4895	121_4894	OG2024
eukaryotic 43S preinitiation complex	Schizosaccharomyces_pombe@Seq_49	121_48	OG5125
eukaryotic 43S preinitiation complex	Schizosaccharomyces_pombe@Seq_739	121_738	OG2109
eukaryotic 43S preinitiation complex	Schizosaccharomyces_pombe@Seq_938	121_937	OG2951
eukaryotic 48S preinitiation complex	Schizosaccharomyces_pombe@Seq_1733	121_1732	OG1770
eukaryotic 48S preinitiation complex	Schizosaccharomyces_pombe@Seq_2538	121_2537	OG4538
eukaryotic 48S preinitiation complex	Schizosaccharomyces_pombe@Seq_2740	121_2739	OG4370
eukaryotic 48S preinitiation complex	Schizosaccharomyces_pombe@Seq_2891	121_2890	OG138897
eukaryotic 48S preinitiation complex	Schizosaccharomyces_pombe@Seq_3396	121_3395	OG2160
eukaryotic 48S preinitiation complex	Schizosaccharomyces_pombe@Seq_3420	121_3419	OG4345
eukaryotic 48S preinitiation complex	Schizosaccharomyces_pombe@Seq_3713	121_3712	OG2491
eukaryotic 48S preinitiation complex	Schizosaccharomyces_pombe@Seq_3760	121_3759	OG1985
eukaryotic 48S preinitiation complex	Schizosaccharomyces_pombe@Seq_4665	121_4664	OG5101
eukaryotic 48S preinitiation complex	Schizosaccharomyces_pombe@Seq_4895	121_4894	OG2024
eukaryotic 48S preinitiation complex	Schizosaccharomyces_pombe@Seq_49	121_48	OG5125
eukaryotic 48S preinitiation complex	Schizosaccharomyces_pombe@Seq_739	121_738	OG2109
eukaryotic 48S preinitiation complex	Schizosaccharomyces_pombe@Seq_938	121_937	OG2951
eukaryotic translation elongation factor 1 complex	Schizosaccharomyces_pombe@Seq_2922	121_2921	OG2124
eukaryotic translation elongation factor 1 complex	Schizosaccharomyces_pombe@Seq_3799	121_3798	OG1131
eukaryotic translation initiation factor 2 complex	Schizosaccharomyces_pombe@Seq_1093	121_1092	OG2461
eukaryotic translation initiation factor 2 complex	Schizosaccharomyces_pombe@Seq_4284	121_4283	OG1834
eukaryotic translation initiation factor 2 complex	Schizosaccharomyces_pombe@Seq_922	121_921	OG1776
eukaryotic translation initiation factor 2B complex	Schizosaccharomyces_pombe@Seq_1941	121_1940	OG1623
eukaryotic translation initiation factor 2B complex	Schizosaccharomyces_pombe@Seq_2360	121_2359	OG2242
eukaryotic translation initiation factor 2B complex	Schizosaccharomyces_pombe@Seq_2447	121_2446	OG2964
eukaryotic translation initiation factor 2B complex	Schizosaccharomyces_pombe@Seq_4041	121_4040	OG2184
eukaryotic translation initiation factor 2B complex	Schizosaccharomyces_pombe@Seq_4217	121_4216	OG3783
eukaryotic translation initiation factor 3 complex	Schizosaccharomyces_pombe@Seq_2538	121_2537	OG4538
eukaryotic translation initiation factor 3 complex	Schizosaccharomyces_pombe@Seq_2740	121_2739	OG4370
eukaryotic translation initiation factor 3 complex	Schizosaccharomyces_pombe@Seq_2891	121_2890	OG138897
eukaryotic translation initiation factor 3 complex	Schizosaccharomyces_pombe@Seq_3396	121_3395	OG2160
eukaryotic translation initiation factor 3 complex	Schizosaccharomyces_pombe@Seq_3420	121_3419	OG4345
eukaryotic translation initiation factor 3 complex	Schizosaccharomyces_pombe@Seq_3713	121_3712	OG2491
eukaryotic translation initiation factor 3 complex	Schizosaccharomyces_pombe@Seq_4665	121_4664	OG5101
eukaryotic translation initiation factor 3 complex	Schizosaccharomyces_pombe@Seq_739	121_738	OG2109
eukaryotic translation initiation factor 3 complex	Schizosaccharomyces_pombe@Seq_938	121_937	OG2951
eukaryotic translation initiation factor 3 complex, eIF3e	Schizosaccharomyces_pombe@Seq_3396	121_3395	OG2160
eukaryotic translation initiation factor 3 complex, eIF3e	Schizosaccharomyces_pombe@Seq_3420	121_3419	OG4345
eukaryotic translation initiation factor 3 complex, eIF3e	Schizosaccharomyces_pombe@Seq_3713	121_3712	OG2491
eukaryotic translation initiation factor 3 complex, eIF3e	Schizosaccharomyces_pombe@Seq_4665	121_4664	OG5101
eukaryotic translation initiation factor 3 complex, eIF3e	Schizosaccharomyces_pombe@Seq_4895	121_4894	OG2024
eukaryotic translation initiation factor 3 complex, eIF3e	Schizosaccharomyces_pombe@Seq_49	121_48	OG5125
eukaryotic translation initiation factor 3 complex, eIF3e	Schizosaccharomyces_pombe@Seq_739	121_738	OG2109
eukaryotic translation initiation factor 3 complex, eIF3e	Schizosaccharomyces_pombe@Seq_938	121_937	OG2951
eukaryotic translation initiation factor 3 complex, eIF3m	Schizosaccharomyces_pombe@Seq_2740	121_2739	OG4370
eukaryotic translation initiation factor 3 complex, eIF3m	Schizosaccharomyces_pombe@Seq_2891	121_2890	OG138897
eukaryotic translation initiation factor 3 complex, eIF3m	Schizosaccharomyces_pombe@Seq_3396	121_3395	OG2160
eukaryotic translation initiation factor 3 complex, eIF3m	Schizosaccharomyces_pombe@Seq_3420	121_3419	OG4345
eukaryotic translation initiation factor 3 complex, eIF3m	Schizosaccharomyces_pombe@Seq_3713	121_3712	OG2491
eukaryotic translation initiation factor 3 complex, eIF3m	Schizosaccharomyces_pombe@Seq_4895	121_4894	OG2024
eukaryotic translation initiation factor 3 complex, eIF3m	Schizosaccharomyces_pombe@Seq_49	121_48	OG5125
eukaryotic translation initiation factor 3 complex, eIF3m	Schizosaccharomyces_pombe@Seq_739	121_738	OG2109
eukaryotic translation initiation factor 3 complex, eIF3m	Schizosaccharomyces_pombe@Seq_938	121_937	OG2951
eukaryotic translation initiation factor 4F complex	Schizosaccharomyces_pombe@Seq_1397	121_1396	OG1669
eukaryotic translation initiation factor 4F complex	Schizosaccharomyces_pombe@Seq_2437	121_2436	OG1009
eukaryotic translation initiation factor 4F complex	Schizosaccharomyces_pombe@Seq_3704	121_3703	OG1289
eukaryotic translation initiation factor 4F complex	Schizosaccharomyces_pombe@Seq_5031	121_5030	OG1669
exocyst	Schizosaccharomyces_pombe@Seq_1513	121_1512	OG2630
exocyst	Schizosaccharomyces_pombe@Seq_2426	121_2425	OG77996
exocyst	Schizosaccharomyces_pombe@Seq_252	121_251	OG3055
exocyst	Schizosaccharomyces_pombe@Seq_2948	121_2947	OG2314
exocyst	Schizosaccharomyces_pombe@Seq_2990	121_2989	OG2239
exocyst	Schizosaccharomyces_pombe@Seq_3353	121_3352	OG83836
exocyst	Schizosaccharomyces_pombe@Seq_44	121_43	OG3485
exocyst	Schizosaccharomyces_pombe@Seq_927	121_926	OG3724
exomer complex	Schizosaccharomyces_pombe@Seq_4506	121_4505	OG2544
exomer complex	Schizosaccharomyces_pombe@Seq_5065	121_5064	OG1542
exon-exon junction complex	Schizosaccharomyces_pombe@Seq_1118	121_1117	OG5690
fatty acid synthase complex	Schizosaccharomyces_pombe@Seq_4928	121_4927	OG1463
fatty acid synthase complex	Schizosaccharomyces_pombe@Seq_4999	121_4998	OG1316
gamma DNA polymerase complex	Schizosaccharomyces_pombe@Seq_3553	121_3552	OG1982
gamma-tubulin complex	Schizosaccharomyces_pombe@Seq_1806	121_1805	OG3960
gamma-tubulin complex	Schizosaccharomyces_pombe@Seq_1991	121_1990	OG1747
gamma-tubulin complex	Schizosaccharomyces_pombe@Seq_3260	121_3259	OG163675
gamma-tubulin complex	Schizosaccharomyces_pombe@Seq_3918	121_3917	OG7825
gamma-tubulin complex	Schizosaccharomyces_pombe@Seq_5025	121_5024	OG3014
gamma-tubulin complex	Schizosaccharomyces_pombe@Seq_574	121_573	OG3303
gamma-tubulin complex	Schizosaccharomyces_pombe@Seq_576	121_575	OG83065
gamma-tubulin large complex	Schizosaccharomyces_pombe@Seq_576	121_575	OG83065
gamma-tubulin large complex, equatorial microtubule organizing center	Schizosaccharomyces_pombe@Seq_576	121_575	OG83065
gamma-tubulin ring complex	Schizosaccharomyces_pombe@Seq_2554	121_2553	OG9832
gamma-tubulin small complex	Schizosaccharomyces_pombe@Seq_576	121_575	OG83065
gamma-tubulin small complex, mitotic spindle pole body	Schizosaccharomyces_pombe@Seq_2554	121_2553	OG9832
gamma-tubulin small complex, spindle pole body	Schizosaccharomyces_pombe@Seq_2554	121_2553	OG9832
glucosidase II complex	Schizosaccharomyces_pombe@Seq_3738	121_3737	OG2467
glucosidase II complex	Schizosaccharomyces_pombe@Seq_600	121_599	OG1624
glutamate-cysteine ligase complex	Schizosaccharomyces_pombe@Seq_4167	121_4166	OG7228
glutamate-cysteine ligase complex	Schizosaccharomyces_pombe@Seq_963	121_962	OG2186
glutaminase complex	Schizosaccharomyces_pombe@Seq_1541	121_1540	OG4664
glutaminase complex	Schizosaccharomyces_pombe@Seq_3926	121_3925	OG4112
glutamyl-tRNA(Gln) amidotransferase complex	Schizosaccharomyces_pombe@Seq_3073	121_3072	OG2104
glutamyl-tRNA(Gln) amidotransferase complex	Schizosaccharomyces_pombe@Seq_4216	121_4215	OG177972
