sce:YNL113W	ko:K03020
sce:YAR003W	ko:K14961
sce:YMR269W	ko:K14796
sce:YBR247C	ko:K14797
sce:YNL182C	ko:K14829
sce:YLR449W	ko:K14826
sce:YML074C	ko:K14826
sce:YDL060W	ko:K14799
sce:YGR257C	ko:K15119
sce:YOR100C	ko:K15109
sce:YPL134C	ko:K15110
sce:YKR052C	ko:K15113
sce:YJL133W	ko:K15113
sce:YNL083W	ko:K14684
sce:YNL003C	ko:K15111
sce:YOR080W	ko:K15068
sce:YOL066C	ko:K14655
sce:YHR002W	ko:K15084
sce:YBR153W	ko:K14654
sce:YPR155C	ko:K18158
sce:YIL134W	ko:K15115
sce:YPR011C	ko:K14684
sce:YOR130C	ko:K15114
sce:YGR129W	ko:K12868
sce:YIL083C	ko:K01922
sce:YMR104C	ko:K13303
sce:snR7-S	ko:K14279
sce:tT_CGU_K	ko:K14234
sce:tV_CAC_D	ko:K14237
sce:tV_CAC_H	ko:K14237
sce:LSR1	ko:K14277
sce:snR7-L	ko:K14279
sce:snR6	ko:K14280
sce:YJL071W	ko:K00618
sce:tG_CCC_O	ko:K14225
sce:tG_CCC_D	ko:K14225
sce:tL_UAG_J	ko:K14228
sce:tL_UAG_L2	ko:K14228
sce:YDR524C	ko:K12488
sce:tR_ACG_D	ko:K14219
sce:tR_ACG_E	ko:K14219
sce:tR_ACG_O	ko:K14219
sce:tR_ACG_L	ko:K14219
sce:tR_ACG_K	ko:K14219
sce:tR_ACG_J	ko:K14219
sce:snR14	ko:K14278
sce:tF_GAA_Q	ko:K14231
sce:tR_CCG_L	ko:K14219
sce:tR_CCU_J	ko:K14219
sce:snR19	ko:K14276
sce:YBR281C	ko:K14262
sce:YDR428C	ko:K14263
sce:YDR371W	ko:K01183
sce:tS_AGA_E	ko:K14233
sce:tS_AGA_D1	ko:K14233
sce:tS_AGA_G	ko:K14233
sce:tS_AGA_A	ko:K14233
sce:tS_AGA_D2	ko:K14233
sce:tS_AGA_B	ko:K14233
sce:tS_AGA_L	ko:K14233
sce:tS_AGA_H	ko:K14233
sce:tS_AGA_J	ko:K14233
sce:tS_AGA_M	ko:K14233
sce:tS_AGA_D3	ko:K14233
sce:YMR235C	ko:K14319
sce:tS_UGA_E	ko:K14233
sce:tS_UGA_P	ko:K14233
sce:tS_UGA_I	ko:K14233
sce:tS_CGA_C	ko:K14233
sce:tN_GUU_C	ko:K14220
sce:tN_GUU_F	ko:K14220
sce:tN_GUU_L	ko:K14220
sce:tN_GUU_P	ko:K14220
sce:tN_GUU_N2	ko:K14220
sce:tN_GUU_G	ko:K14220
sce:tN_GUU_O2	ko:K14220
sce:tN_GUU_O1	ko:K14220
sce:tN_GUU_K	ko:K14220
sce:tN_GUU_N1	ko:K14220
sce:tM_CAU_C	ko:K14230
sce:tM_CAU_E	ko:K14230
sce:tM_CAU_J3	ko:K14230
sce:tM_CAU_O1	ko:K14230
sce:tM_CAU_P	ko:K14230
sce:YFR002W	ko:K14309
sce:YGL100W	ko:K14299
sce:YDR172W	ko:K03267
sce:YPR137W	ko:K14793
sce:YGR081C	ko:K14804
sce:YIL034C	ko:K10365
sce:YNL308C	ko:K14786
sce:YDL213C	ko:K14789
sce:YMR229C	ko:K14792
sce:YPL012W	ko:K14794
sce:YOR287C	ko:K14795
sce:snR9	ko:K14913
sce:snR31	ko:K14915
sce:snR32	ko:K14916
sce:snR33	ko:K14917
sce:snR34	ko:K14918
sce:snR35	ko:K14919
sce:snR36	ko:K14920
sce:snR37	ko:K14921
sce:snR43	ko:K14923
sce:snR44	ko:K14924
sce:snR46	ko:K14925
sce:YKR025W	ko:K14721
sce:YLR196W	ko:K14791
sce:YNR054C	ko:K14785
sce:YPR112C	ko:K14787
sce:YOR252W	ko:K14860
sce:snR53	ko:K14879
sce:snR54	ko:K14880
sce:snR55	ko:K14881
sce:snR58	ko:K14884
sce:snR59	ko:K14885
sce:snR61	ko:K14887
sce:snR63	ko:K14889
sce:snR64	ko:K14890
sce:snR65	ko:K14891
sce:snR67	ko:K14893
sce:snR68	ko:K14894
sce:snR69	ko:K14895
sce:snR70	ko:K14896
sce:snR71	ko:K14897
sce:snR72	ko:K14898
sce:snR75	ko:K14901
sce:snR77	ko:K14903
sce:snR79	ko:K14905
sce:snR87	ko:K14906
sce:snR190	ko:K14907
sce:snR30	ko:K14908
sce:snR80	ko:K14927
sce:snR83	ko:K14930
sce:snR86	ko:K14933
sce:snR189	ko:K14935
sce:snR191	ko:K14936
sce:YJR010C-A	ko:K12946
sce:YJL033W	ko:K14776
sce:YCR083W	ko:K03671
sce:YMR131C	ko:K14848
sce:YPL193W	ko:K14853
sce:snR128	ko:K14865
sce:snR13	ko:K14868
sce:snR24	ko:K14867
sce:snR39	ko:K14870
sce:snR45	ko:K14873
sce:snR48	ko:K14875
sce:snR50	ko:K14876
sce:snR52	ko:K14878
sce:YOR004W	ko:K14773
sce:YGL171W	ko:K14779
sce:YGR245C	ko:K14856
sce:YOR294W	ko:K14852
sce:YNL075W	ko:K14561
sce:YHR088W	ko:K14846
sce:YJR041C	ko:K14862
sce:YDR412W	ko:K14851
sce:YLR015W	ko:K14967
sce:YER016W	ko:K10436
sce:YDR469W	ko:K14968
sce:YBR258C	ko:K14969
sce:YDR436W	ko:K06269
sce:YML016C	ko:K06269
sce:snR17a	ko:K14483
sce:snR17b	ko:K14483
sce:YPL157W	ko:K14292
sce:YKL146W	ko:K14209
sce:YPL217C	ko:K14569
sce:YGR276C	ko:K14570
sce:NME1	ko:K14576
sce:YNL163C	ko:K14536
sce:YGL099W	ko:K14539
sce:YML093W	ko:K14567
sce:YLR186W	ko:K14568
sce:YBL018C	ko:K14528
sce:YCL035C	ko:K03676
sce:YDR339C	ko:K14566
sce:YJR002W	ko:K14559
sce:YAL007C	ko:K14825
sce:YOR016C	ko:K14825
sce:YBR208C	ko:K14541
sce:YKL186C	ko:K14543
sce:YBR142W	ko:K14805
sce:YDL031W	ko:K14808
sce:YDR101C	ko:K14813
sce:YDR060W	ko:K14832
sce:YLR074C	ko:K14821
sce:YER005W	ko:K14642
sce:YGR030C	ko:K14524
sce:YBR167C	ko:K14526
sce:YJL010C	ko:K14790
sce:YDR299W	ko:K14782
sce:YBL004W	ko:K14772
sce:YMR128W	ko:K14780
sce:YPR144C	ko:K14771
sce:YIR002C	ko:K14635
sce:YLR129W	ko:K14556
sce:YGL216W	ko:K10401
sce:YGR145W	ko:K14788
sce:YDL014W	ko:K14563
sce:YDR176W	ko:K11315
sce:YBR280C	ko:K15072
sce:YML088W	ko:K15073
sce:YDR449C	ko:K14557
sce:YLR206W	ko:K12471
sce:YCR057C	ko:K14558
sce:YPL138C	ko:K14960
sce:YKR082W	ko:K14300
sce:YKL143W	ko:K14798
sce:YLR298C	ko:K11095
sce:YKL088W	ko:K01598
sce:YLR435W	ko:K14800
sce:YOL022C	ko:K14801
sce:YEL031W	ko:K14950
sce:YOR291W	ko:K14951
sce:YBR228W	ko:K15078
sce:YOR079C	ko:K14715
sce:YHR148W	ko:K14560
sce:YER082C	ko:K14768
sce:YLR197W	ko:K14564
sce:YJR062C	ko:K14663
sce:YOR078W	ko:K14770
sce:YKL099C	ko:K14769
sce:YJL109C	ko:K14550
sce:YIL128W	ko:K15075
sce:YML114C	ko:K14649
sce:YDL153C	ko:K14767
sce:YIL006W	ko:K15115
sce:YEL006W	ko:K15115
sce:YKL120W	ko:K15117
sce:YGR090W	ko:K14544
sce:YGR128C	ko:K14547
sce:YPL126W	ko:K14552
sce:YLR222C	ko:K14555
sce:YKL018W	ko:K14962
sce:YAL027W	ko:K15080
sce:YBR158W	ko:K15081
sce:YLR135W	ko:K15079
sce:YNL230C	ko:K15077
sce:YBR114W	ko:K15083
sce:YJR052W	ko:K15082
sce:YDR305C	ko:K01522
sce:YCR045C	ko:K14644
sce:YDR324C	ko:K14548
sce:YPL273W	ko:K00547
sce:YOR310C	ko:K14565
sce:YJL087C	ko:K14679
sce:YJL049W	ko:K15053
sce:YBL088C	ko:K04728
sce:YDR398W	ko:K14546
sce:YBL093C	ko:K15138
sce:YNR010W	ko:K15150
sce:YDL005C	ko:K15154
sce:YGL025C	ko:K15155
sce:YDR443C	ko:K15165
sce:YDL148C	ko:K14766
sce:YLR386W	ko:K15305
sce:YNL124W	ko:K14763
sce:YHR169W	ko:K14778
sce:YML059C	ko:K14676
sce:YMR313C	ko:K14675
sce:YKR089C	ko:K14674
sce:YOL051W	ko:K15158
sce:YNL236W	ko:K15160
sce:YOL135C	ko:K15148
sce:YDR308C	ko:K15152
sce:YOL124C	ko:K15430
sce:YOL141W	ko:K15451
sce:YGL063W	ko:K15452
sce:YBL050W	ko:K15296
sce:YOR123C	ko:K15177
sce:YGL105W	ko:K15437
sce:YLR316C	ko:K15442
sce:YAL048C	ko:K07870
sce:YGL243W	ko:K15440
sce:YDR165W	ko:K15443
sce:YBL025W	ko:K15221
sce:YDL112W	ko:K15333
sce:YBL024W	ko:K15334
sce:YFR044C	ko:K15428
sce:YKR056W	ko:K15331
sce:YGR099W	ko:K11137
sce:YNL082W	ko:K10858
sce:YLR165C	ko:K15265
sce:YMR228W	ko:K15267
sce:YBL071W-A	ko:K15455
sce:YNL022C	ko:K15264
sce:YMR137C	ko:K15340
sce:YOL145C	ko:K15176
sce:YPL030W	ko:K15447
sce:YPL207W	ko:K15449
sce:YMR112C	ko:K15132
sce:YBR253W	ko:K15140
sce:YGR063C	ko:K15171
sce:YKL009W	ko:K14815
sce:YCR072C	ko:K14855
sce:YKL014C	ko:K14861
sce:YKR081C	ko:K14847
sce:YGL077C	ko:K19564
sce:YKR024C	ko:K14806
sce:YMR285C	ko:K14812
sce:YEL064C	ko:K14997
sce:YDL119C	ko:K15118
sce:YCL054W	ko:K14857
sce:YCR018C	ko:K14858
sce:YNR038W	ko:K14807
sce:YLR276C	ko:K14810
sce:YBR192W	ko:K15116
sce:YLR106C	ko:K14572
sce:YNL061W	ko:K14835
sce:YER002W	ko:K14839
sce:YGL246C	ko:K14845
sce:YLR022C	ko:K14574
sce:YNL229C	ko:K00799
sce:YAL026C	ko:K14802
sce:YOL041C	ko:K14837
sce:YDR083W	ko:K14850
sce:YPL270W	ko:K02021
sce:YJL132W	ko:K01127
sce:YGR201C	ko:K03233
sce:YKR009C	ko:K14729
sce:YHR065C	ko:K14777
sce:YPR021C	ko:K15105
sce:YBR104W	ko:K15109
sce:YPR058W	ko:K15109
sce:YNR053C	ko:K14537
sce:YBR294W	ko:K14708
sce:YLR130C	ko:K14709
sce:YBR291C	ko:K15100
sce:YJR095W	ko:K15100
sce:YER053C	ko:K15102
sce:YJR077C	ko:K15102
sce:YGR096W	ko:K15108
sce:YCL031C	ko:K14545
sce:YER006W	ko:K14538
sce:YLR092W	ko:K14708
sce:YGL078C	ko:K14811
sce:YDL236W	ko:K01101
sce:YGR103W	ko:K14843
sce:YLR368W	ko:K15070
sce:YJL204C	ko:K15071
sce:YPL204W	ko:K14758
sce:YOR206W	ko:K14833
sce:YOL144W	ko:K14836
sce:YPL146C	ko:K14840
sce:YJL110C	ko:K09184
sce:YNL259C	ko:K07213
sce:YGR277C	ko:K02201
sce:YIL104C	ko:K14764
sce:YER127W	ko:K14765
sce:YDR496C	ko:K14844
sce:YLR221C	ko:K14854
sce:YNL282W	ko:K14522
sce:YGL255W	ko:K14709
sce:YDR456W	ko:K12041
sce:YPR200C	ko:K18064
sce:YNL055C	ko:K15040
sce:YHR175W	ko:K14686
sce:snR39B	ko:K14870
sce:snR40	ko:K14871
sce:snR41	ko:K14872
sce:snR47	ko:K14874
sce:snR51	ko:K14877
sce:snR56	ko:K14882
sce:snR57	ko:K14883
sce:snR60	ko:K14886
sce:snR62	ko:K14888
sce:snR66	ko:K14892
sce:snR73	ko:K14899
sce:snR74	ko:K14900
sce:snR76	ko:K14902
sce:snR10	ko:K14909
sce:snR3	ko:K14910
sce:snR5	ko:K14911
sce:snR8	ko:K14912
sce:snR11	ko:K14914
sce:snR42	ko:K14922
sce:snR82	ko:K14929
sce:snR84	ko:K14931
sce:snR85	ko:K14932
sce:snR161	ko:K14934
sce:YOR112W	ko:K08876
sce:YPR133W-A	ko:K17773
sce:YKL172W	ko:K14823
sce:YHR085W	ko:K14827
sce:YOL077C	ko:K14820
sce:YAL025C	ko:K14831
sce:YGL029W	ko:K14822
sce:YHR197W	ko:K14828
sce:YDR312W	ko:K14859
sce:YOR272W	ko:K14863
sce:YBR267W	ko:K14816
sce:YJL122W	ko:K14814
sce:YLR387C	ko:K14816
sce:YMR049C	ko:K14824
sce:YGR054W	ko:K15026
sce:YGL251C	ko:K15271
sce:YIL063C	ko:K15304
sce:YHR031C	ko:K15255
sce:YKL008C	ko:K04709
sce:YOR283W	ko:K15634
sce:YBR123C	ko:K15202
sce:YNL039W	ko:K15198
sce:YPL007C	ko:K15207
sce:YGR047C	ko:K15201
sce:YAL001C	ko:K15204
sce:YMR270C	ko:K15220
sce:YFL016C	ko:K03686
sce:YER039C	ko:K15356
sce:YGL225W	ko:K15356
sce:YER041W	ko:K15339
sce:YGR247W	ko:K15435
sce:YJL035C	ko:K15441
sce:YOL093W	ko:K15445
sce:YML014W	ko:K15444
sce:YPL024W	ko:K15364
sce:YHR032W	ko:K03327
sce:YGR104C	ko:K15136
sce:YML010W	ko:K15172
sce:YDL047W	ko:K15427
sce:YOR160W	ko:K15436
sce:YPL042C	ko:K02208
sce:YJL006C	ko:K15564
sce:YML112W	ko:K15565
sce:YMR165C	ko:K15728
sce:YMR277W	ko:K15732
sce:YKL110C	ko:K15456
sce:YAL020C	ko:K15462
sce:YGR156W	ko:K14407
sce:YAL043C	ko:K06100
sce:YER161C	ko:K15193
sce:YOR110W	ko:K15206
sce:YNL108C	ko:K15206
sce:YPR161C	ko:K15562
sce:YDR362C	ko:K15205
sce:YPL083C	ko:K15326
sce:YGL151W	ko:K15147
sce:YGL127C	ko:K15153
sce:YKL069W	ko:K08968
sce:YGR246C	ko:K15196
sce:YPR168W	ko:K15151
sce:YGL244W	ko:K15178
sce:YCR081W	ko:K15163
sce:YNL025C	ko:K15161
sce:YLR418C	ko:K15175
sce:YKL209C	ko:K05658
sce:YML061C	ko:K15255
sce:YOL056W	ko:K01834
sce:YOR243C	ko:K06176
sce:YKR043C	ko:K15634
sce:YDR289C	ko:K15559
sce:YLR226W	ko:K15563
sce:YNL251C	ko:K15560
sce:YPL190C	ko:K15561
sce:YLR056W	ko:K00227
sce:YLR019W	ko:K15731
sce:YLL010C	ko:K15731
sce:YNL129W	ko:K10524
sce:YML018C	ko:K15289
sce:YDR438W	ko:K15289
sce:YDR372C	ko:K15620
sce:YJL193W	ko:K15283
sce:YLR115W	ko:K14402
sce:YDR036C	ko:K05605
sce:YNL316C	ko:K04518
sce:YOR174W	ko:K15146
sce:YLR071C	ko:K15156
sce:YLR032W	ko:K15505
sce:YFR040W	ko:K15457
sce:YJL098W	ko:K15458
sce:YBR279W	ko:K15174
sce:YOL125W	ko:K15446
sce:YGL050W	ko:K15450
sce:YGR169C	ko:K15453
sce:YDL036C	ko:K15454
sce:YPL244C	ko:K15275
sce:YNR046W	ko:K15448
sce:YBR193C	ko:K15130
sce:YER022W	ko:K15134
sce:YPR070W	ko:K15145
sce:YOR179C	ko:K14403
sce:YHR206W	ko:K15859
sce:YOR201C	ko:K15507
sce:YDR322C-A	ko:K01549
sce:YJR149W	ko:K00459
sce:YLR141W	ko:K15217
sce:YBL014C	ko:K15218
sce:YML043C	ko:K15222
sce:YMR233W	ko:K15223
sce:YOR295W	ko:K15223
sce:YHR070W	ko:K15429
sce:YJL025W	ko:K15219
sce:YKL125W	ko:K15216
sce:YDR338C	ko:K03327
sce:YIL070C	ko:K15414
sce:YDR361C	ko:K15262
sce:YPL147W	ko:K15628
sce:YLR247C	ko:K15710
sce:YDL215C	ko:K15371
sce:YKL188C	ko:K15628
sce:YCR087C-A	ko:K15263
sce:YBR179C	ko:K06030
sce:YML038C	ko:K15280
sce:YKL059C	ko:K15541
sce:YNL317W	ko:K15542
sce:YEL004W	ko:K15278
sce:YHR058C	ko:K15128
sce:YKR028W	ko:K15458
sce:YMR283C	ko:K15463
sce:YML036W	ko:K15901
sce:YKR095W-A	ko:K15902
sce:YOR120W	ko:K18097
sce:YJL184W	ko:K15903
sce:YKL204W	ko:K15908
sce:YNL131W	ko:K17769
sce:YNL142W	ko:K03320
sce:YGR205W	ko:K15918
sce:YGR271W	ko:K18664
sce:YGR121C	ko:K03320
sce:YLR284C	ko:K13239
sce:YIL160C	ko:K07513
sce:YLR246W	ko:K16675
sce:YNR073C	ko:K00045
sce:YDR191W	ko:K11121
sce:YOR025W	ko:K11121
sce:YPL281C	ko:K01689
sce:YDR400W	ko:K01240
sce:YPL268W	ko:K05857
sce:YOL003C	ko:K18932
sce:YPR138C	ko:K03320
sce:YDR459C	ko:K18932
sce:YOR334W	ko:K16075
sce:YPL060W	ko:K16075
sce:YIL095W	ko:K08853
sce:YML100W	ko:K16055
sce:YDR074W	ko:K16055
sce:YMR261C	ko:K16055
sce:YJR069C	ko:K01519
sce:YOL049W	ko:K21456
sce:YOL130W	ko:K16073
sce:YKL064W	ko:K16073
sce:YFL050C	ko:K16073
sce:YMR226C	ko:K16066
sce:YOR221C	ko:K00645
sce:YJL062W	ko:K05310
sce:YNL209W	ko:K03283
sce:YNL098C	ko:K07827
sce:YGR125W	ko:K03321
sce:YDR139C	ko:K12158
sce:YDR160W	ko:K16261
sce:YDR508C	ko:K16261
sce:YGR152C	ko:K07836
sce:YIL096C	ko:K19307
sce:YGR203W	ko:K18065
sce:YKL126W	ko:K13303
sce:YBR139W	ko:K13289
sce:YBR261C	ko:K16219
sce:YCR027C	ko:K07208
sce:YBR068C	ko:K16261
sce:YBR069C	ko:K16261
sce:YBR132C	ko:K16261
sce:YEL063C	ko:K16261
sce:YML121W	ko:K16185
sce:YGR163W	ko:K16186
sce:YHR172W	ko:K16569
sce:YNL126W	ko:K16570
sce:YOR257W	ko:K16466
sce:YCL025C	ko:K16261
sce:YGR157W	ko:K16369
sce:YOL060C	ko:K16302
sce:YOR007C	ko:K16365
sce:YOR311C	ko:K16368
sce:YFL005W	ko:K07901
sce:YLR345W	ko:K19030
sce:YMR288W	ko:K12828
sce:YDR205W	ko:K14692
sce:YNL020C	ko:K08853
sce:YFL031W	ko:K16230
sce:YGR158C	ko:K12587
sce:YFL055W	ko:K16261
sce:YGR191W	ko:K16261
sce:YKR039W	ko:K16261
sce:YLL061W	ko:K16261
sce:YNL268W	ko:K16261
sce:YNL270C	ko:K16261
sce:YOL020W	ko:K16261
sce:YOR348C	ko:K16261
sce:YPL265W	ko:K16261
sce:YPL274W	ko:K16261
sce:YDR283C	ko:K16196
sce:YBL009W	ko:K16315
sce:YKL175W	ko:K07238
sce:YGR220C	ko:K02906
sce:tG_UCC_G	ko:K14225
sce:tG_UCC_O	ko:K14225
sce:tG_UCC_N	ko:K14225
sce:YOR269W	ko:K16794
sce:YLR045C	ko:K16803
sce:YNL284C	ko:K02876
sce:YNL185C	ko:K02867
sce:YDL202W	ko:K02864
sce:YDR237W	ko:K02931
sce:YHR147C	ko:K02933
sce:YML025C	ko:K02926
sce:YMR311C	ko:K16833
sce:YMR193W	ko:K02902
sce:YDR405W	ko:K02892
sce:YGR029W	ko:K17783
sce:YIL022W	ko:K17804
sce:YCL057C-A	ko:K17784
sce:YBR083W	ko:K09448
sce:YNR036C	ko:K02950
sce:YDR337W	ko:K02956
sce:YBR146W	ko:K02996
sce:YKL003C	ko:K02990
sce:YDR041W	ko:K02946
sce:YER050C	ko:K02963
sce:YJR113C	ko:K02992
sce:YMR188C	ko:K02961
sce:YNL306W	ko:K02948
sce:YPL013C	ko:K02959
sce:YPR166C	ko:K02954
sce:YGL068W	ko:K02935
sce:YPL183W-A	ko:K02919
sce:YDR115W	ko:K02914
sce:YCR003W	ko:K02911
sce:YOR058C	ko:K16732
sce:YMR038C	ko:K04569
sce:YPL085W	ko:K20353
sce:YOL016C	ko:K08794
sce:tA_UGC_Q	ko:K14218
sce:YOR239W	ko:K17053
sce:YDL225W	ko:K16946
sce:tS_UGA_Q2	ko:K14233
sce:YOR212W	ko:K04536
sce:tD_GUC_N	ko:K14221
sce:tH_GUG_Q	ko:K14226
sce:tK_UUU_Q	ko:K14229
sce:tR_UCU_Q1	ko:K14219
sce:tI_GAU_Q	ko:K14227
sce:snR4	ko:K14871
sce:tP_UGG_Q	ko:K14232
sce:tM_CAU_Q2	ko:K14230
sce:tX_XXX_L	ko:K14233
sce:YKR063C	ko:K16912
sce:YDR218C	ko:K16947
sce:YKL185W	ko:K18658
sce:tM_CAU_D	ko:K14230
sce:tM_CAU_J2	ko:K14230
sce:tM_CAU_M	ko:K14230
sce:tM_CAU_O2	ko:K14230
sce:tM_CAU_J1	ko:K14230
sce:YOR046C	ko:K18655
sce:tG_UCC_Q	ko:K14225
sce:YJR040W	ko:K05012
sce:YCR002C	ko:K16938
sce:tL_UAA_Q	ko:K14228
sce:tQ_UUG_Q	ko:K14223
sce:tM_CAU_Q1	ko:K14230
sce:tY_GUA_Q	ko:K14236
sce:tS_GCU_Q1	ko:K14233
sce:tV_UAC_Q	ko:K14237
sce:tN_GUU_Q	ko:K14220
sce:YHR107C	ko:K16948
sce:tC_GCA_Q	ko:K14222
sce:tR_ACG_Q2	ko:K14219
sce:tD_GUC_Q	ko:K14221
sce:YLR314C	ko:K16944
sce:YJR076C	ko:K16945
sce:YCL050C	ko:K00988
sce:YDR409W	ko:K04706
sce:YGR231C	ko:K17081
sce:YNL293W	ko:K19953
sce:YOL112W	ko:K19953
sce:YPR165W	ko:K04513
sce:YDR107C	ko:K17086
sce:YLR083C	ko:K17086
sce:YBL106C	ko:K08518
sce:YPR032W	ko:K08518
sce:YBL090W	ko:K17415
sce:YFR049W	ko:K17417
sce:YPL170W	ko:K17278
sce:YER026C	ko:K17103
sce:YPR100W	ko:K17424
sce:YCR071C	ko:K17430
sce:tW_UCA_Q	ko:K14238
sce:YDR075W	ko:K15423
sce:YDL192W	ko:K07937
sce:YDL137W	ko:K07937
sce:YLR063W	ko:K19308
sce:YGR072W	ko:K14328
sce:YNL252C	ko:K17427
sce:YJL200C	ko:K17450
sce:YDR462W	ko:K17421
sce:YPL173W	ko:K02895
sce:YPR028W	ko:K17279
sce:YIL093C	ko:K17402
sce:YMR060C	ko:K17714
sce:YLL001W	ko:K17065
sce:YOR265W	ko:K17292
sce:YOR101W	ko:K07827
sce:YNL026W	ko:K07277
sce:YER020W	ko:K04630
sce:YER136W	ko:K17255
sce:YKR014C	ko:K07889
sce:YGR132C	ko:K17080
sce:YLR262C	ko:K07893
sce:YDL029W	ko:K17260
sce:YDR238C	ko:K17301
sce:YNL138W	ko:K17261
sce:YNL148C	ko:K17262
sce:YGL137W	ko:K17302
sce:YJL024C	ko:K12399
sce:YJR042W	ko:K14304
sce:YIL076W	ko:K17268
sce:YER113C	ko:K17086
sce:YFR014C	ko:K08794
sce:YEL022W	ko:K18443
sce:YBR282W	ko:K17422
sce:YHR098C	ko:K14007
sce:YOR094W	ko:K07941
sce:YLR303W	ko:K17069
sce:YDR175C	ko:K17413
sce:YLR439W	ko:K17428
sce:YGL129C	ko:K17408
sce:YKL167C	ko:K17440
sce:YMR225C	ko:K17434
sce:YDR322W	ko:K17439
sce:YGR076C	ko:K17438
sce:YLR312W-A	ko:K17437
sce:YPR040W	ko:K17607
sce:YPL063W	ko:K17496
sce:YER019W	ko:K12351
sce:YHR004C	ko:K17617
sce:YHR083W	ko:K17715
sce:YOL002C	ko:K07297
sce:YDR492W	ko:K07297
sce:YOL101C	ko:K07297
sce:YLR023C	ko:K07297
sce:YER134C	ko:K17619
sce:YNR032W	ko:K17615
sce:YDR270W	ko:K17686
sce:YNL201C	ko:K17491
sce:YFR003C	ko:K17553
sce:YDR027C	ko:K17600
sce:YMR072W	ko:K11830
sce:YKL193C	ko:K17550
sce:YFL045C	ko:K17497
sce:YBR120C	ko:K17663
sce:YGR222W	ko:K17666
sce:YNR045W	ko:K17670
sce:YPL029W	ko:K17675
sce:YBR103W	ko:K04508
sce:YHR076W	ko:K17508
sce:YOR038C	ko:K11293
sce:YLR336C	ko:K17583
sce:YKL033W-A	ko:K17623
sce:YKL129C	ko:K10356
sce:YMR109W	ko:K10356
sce:YKL074C	ko:K12837
sce:YIL153W	ko:K17605
sce:YPL152W	ko:K17605
sce:YIR021W	ko:K17657
sce:YMR064W	ko:K17671
sce:YKL011C	ko:K17676
sce:YHR156C	ko:K13099
sce:YKR042W	ko:K01238
sce:YOR090C	ko:K01102
sce:YDR323C	ko:K12481
sce:YPL179W	ko:K06269
sce:YJL041W	ko:K14306
sce:YPR133C	ko:K17498
sce:YGL083W	ko:K17541
sce:YGL097W	ko:K11493
sce:YDR432W	ko:K14651
sce:YDR194C	ko:K17679
sce:YMR257C	ko:K17667
sce:YLR067C	ko:K17669
sce:YDR166C	ko:K17637
sce:YLR203C	ko:K17656
sce:YJL209W	ko:K17660
sce:YHL038C	ko:K17661
sce:YPL215W	ko:K17662
sce:YDR197W	ko:K17665
sce:YER153C	ko:K17668
sce:YDL069C	ko:K17664
sce:YMR282C	ko:K17672
sce:YDR350C	ko:K17673
sce:YMR066W	ko:K17674
sce:YOR326W	ko:K10357
sce:YAL029C	ko:K10357
sce:YDR332W	ko:K17677
sce:YGL064C	ko:K17678
sce:YER123W	ko:K19830
sce:YKL195W	ko:K17782
sce:YOL151W	ko:K17741
sce:YLR128W	ko:K17822
sce:YOR297C	ko:K17791
sce:YLL006W	ko:K17764
sce:YKL191W	ko:K17866
sce:YBR246W	ko:K17868
sce:YKL151C	ko:K17757
sce:YJR097W	ko:K17867
sce:YJL104W	ko:K17805
sce:YKR065C	ko:K17806
sce:YGR046W	ko:K17807
sce:tF_GAA_G	ko:K14231
sce:tF_GAA_H1	ko:K14231
sce:tF_GAA_P1	ko:K14231
sce:tL_UAG_L1	ko:K14228
sce:tP_UGG_H	ko:K14232
sce:tP_UGG_M	ko:K14232
sce:tI_UAU_L	ko:K14227
sce:YOL009C	ko:K17765
sce:YHR104W	ko:K17743
sce:YNL066W	ko:K01238
sce:YAL010C	ko:K17774
sce:YGL219C	ko:K17775
sce:YOR266W	ko:K17799
sce:YGR181W	ko:K17781
sce:YHR005C-A	ko:K17778
sce:YEL059C-A	ko:K17802
sce:YDR316W	ko:K17803
sce:YGR235C	ko:K17786
sce:YBR262C	ko:K17787
sce:YFR011C	ko:K17788
sce:YNL100W	ko:K17789
sce:YKR016W	ko:K17785
sce:YDL217C	ko:K17790
sce:YJL054W	ko:K17792
sce:YBR091C	ko:K17793
sce:YNR017W	ko:K17794
sce:YJL143W	ko:K17795
sce:YGR033C	ko:K17796
sce:YGR062C	ko:K17797
sce:YDL107W	ko:K17798
sce:YBR185C	ko:K17801
sce:YNL070W	ko:K17771
sce:YNL310C	ko:K17808
sce:YIL103W	ko:K07561
sce:YLR310C	ko:K03099
sce:YOR045W	ko:K17772
sce:YLR163C	ko:K17732
sce:YNL121C	ko:K17768
sce:YGR082W	ko:K17770
sce:YBR163W	ko:K17815
sce:YEL020W-A	ko:K17777
sce:YJR135W-A	ko:K17780
sce:YNL200C	ko:K17759
sce:YOL027C	ko:K17800
sce:YPR072W	ko:K12580
sce:YKR038C	ko:K01409
sce:YNL056W	ko:K18044
sce:YLR403W	ko:K19487
sce:YDL085W	ko:K17871
sce:YPL195W	ko:K12396
sce:YBR288C	ko:K12398
sce:YPL005W	ko:K18155
sce:YJL065C	ko:K03506
sce:YNR020C	ko:K18156
sce:YOR069W	ko:K17917
sce:YPR037C	ko:K17891
sce:YJR091C	ko:K17974
sce:YDR393W	ko:K17983
sce:YHR108W	ko:K12404
