"Gene Name"	"Accession-1"	"Left-End-Position"	"Right-End-Position"	"Product"	"Pathways of gene"	"Reactions of gene"	"Citations"	"Accession-1"	"Accession-2"
G3O-32509	"YLR456W"	1055070	1055684	G3O-32509-MONOMER	THISYNARA-PWY-1 // PWY-7282 // PLPSAL-PWY	PNPOXI-RXN // PMPOXI-RXN		"YLR456W"	
G3O-32759	"YMR054W"	383303	385975	G3O-32759-MONOMER	""	""		"YMR054W"	
G3O-33446	"YOL030W"	268187	269641	G3O-33446-MONOMER	""	""		"YOL030W"	
G3O-29528	"YDL129W"	231024	231899	G3O-29528-MONOMER	""	""		"YDL129W"	
G3O-29194	"YBR273C"	748061	749371	G3O-29194-MONOMER	""	""		"YBR273C"	
G3O-30912	"YGR234W"	959904	961103	G3O-30912-MONOMER	""	R621-RXN		"YGR234W"	
G3O-32378	"YLR281C"	704493	704960	G3O-32378-MONOMER	""	""		"YLR281C"	
G3O-33242	"YNL245C"	186346	186885	G3O-33242-MONOMER	""	""		"YNL245C"	
G3O-33987	"YPL081W"	404950	406044	G3O-33987-MONOMER	""	""		"YPL081W"	
G3O-29414	"YCL001W-A"	113080	113541	G3O-29414-MONOMER	""	""		"YCL001W-A"	
G3O-30734	"YGR003W"	500132	502366	G3O-30734-MONOMER	""	""		"YGR003W"	
YBR093C	"YBR093C"	429548	430951	YBR093C-MONOMER	THISYNARA-PWY-1 // PWY-6908 // PWY-7356 // PWY-6348	RXNQT-4191 // RXN-8748 // ACID-PHOSPHATASE-RXN		"YBR093C"	
G3O-32287	"YLR152C"	442958	444688	G3O-32287-MONOMER	""	""		"YLR152C"	
G3O-33752	"YOR261C"	815915	816931	G3O-33752-MONOMER	""	""		"YOR261C"	
G3O-31446	"YIR028W"	408468	410375	G3O-31446-MONOMER	""	""		"YIR028W"	
G3O-32267	"YLR125W"	393484	393894	G3O-32267-MONOMER	""	""		"YLR125W"	
G3O-31230	"YHR203C"	504476	505530	G3O-31230-MONOMER	""	""		"YHR203C"	
G3O-29940	"YDR392W"	1258696	1259709	G3O-29940-MONOMER	""	""		"YDR392W"	
G3O-29272	"YBR230W-A"	680362	680562	G3O-29272-MONOMER	""	""		"YBR230W-A"	
G3O-29772	"YDR183W"	829585	830277	G3O-29772-MONOMER	""	""		"YDR183W"	
G3O-31943	"YKL176C"	115500	117986	G3O-31943-MONOMER	""	""		"YKL176C"	
G3O-32155	"YLL056C"	27409	28305	G3O-32155-MONOMER	""	RXN-13099 // GLYCOLALDREDUCT-RXN // METHANOL-DEHYDROGENASE-RXN // RXN-161 // RXN-13198		"YLL056C"	
G3O-34233	"YPR091C"	716156	718468	G3O-34233-MONOMER	""	""		"YPR091C"	
YLR205C	"YLR205C"	552724	553677	YLR205C-MONOMER	""	HEME-OXYGENASE-DECYCLIZING-RXN // RXN-18341 // RXN-18342 // RXN-18343 // RXN-18344		"YLR205C"	
G3O-29251	"YBL029C-A"	164488	164772	G3O-29251-MONOMER	""	""		"YBL029C-A"	
G3O-31727	"YJR099W"	615576	616286	G3O-31727-MONOMER	""	3.4.19.12-RXN		"YJR099W"	
G3O-30457	"YFR004W"	153393	154313	G3O-30457-MONOMER	""	""		"YFR004W"	
G3O-32016	"YKR045C"	523418	523969	G3O-32016-MONOMER	""	""		"YKR045C"	
YHR044C	"YHR044C"	194068	194808	YHR044C-MONOMER	""	3.1.3.68-RXN		"YHR044C"	
G3O-28934	"YBL031W"	161699	162715	G3O-28934-MONOMER	""	""		"YBL031W"	
G3O-29056	"YBR090C"	426333	427058	G3O-29056-MONOMER	""	""		"YBR090C"	
G3O-30243	"YER071C"	301947	302327	G3O-30243-MONOMER	""	""		"YER071C"	
G3O-32406	"YLR323C"	778173	778952	G3O-32406-MONOMER	""	""		"YLR323C"	
G3O-31861	"YKL063C"	321015	321518	G3O-31861-MONOMER	""	""		"YKL063C"	
G3O-32225	"YLR073C"	281019	281621	G3O-32225-MONOMER	""	""		"YLR073C"	
G3O-32916	"YMR235C"	741512	742735	G3O-32916-MONOMER	""	""		"YMR235C"	
G3O-28916	"YBL010C"	206107	206949	G3O-28916-MONOMER	""	""		"YBL010C"	
G3O-32738	"YMR033W"	337788	339277	G3O-32738-MONOMER	""	""		"YMR033W"	
G3O-33492	"YOL092W"	144204	145130	G3O-33492-MONOMER	""	""		"YOL092W"	
G3O-31762	"YJR149W"	707160	708374	G3O-31762-MONOMER	""	""		"YJR149W"	
G3O-29177	"YBR251W"	721390	722313	G3O-29177-MONOMER	""	""		"YBR251W"	
G3O-29399	"YCR073W-A"	246963	247910	G3O-29399-MONOMER	PENTOSE-P-PWY // OXIDATIVEPENT-PWY	6PGLUCONOLACT-RXN		"YCR073W-A"	
YLR146C	"YLR146C"	432823	433725	YLR146C-MONOMER	ARGSPECAT-PWY	SPERMINE-SYNTHASE-RXN		"YLR146C"	
G3O-33225	"YNL222W"	229094	229714	G3O-33225-MONOMER	""	3.1.3.16-RXN		"YNL222W"	
G3O-33426	"YOL009C"	309324	310139	G3O-33426-MONOMER	""	""		"YOL009C"	
G3O-31660	"YJR015W"	462721	464253	G3O-31660-MONOMER	""	""		"YJR015W"	
G3O-30716	"YGL245W"	39023	41149	G3O-30716-MONOMER	TRNA-CHARGING-PWY	GLURS-RXN		"YGL245W"	
G3O-30896	"YGR214W"	920575	921788	G3O-30896-MONOMER	""	""		"YGR214W"	
YGL234W	"YGL234W"	56482	58890	YGL234W-MONOMER	PWY-841 // PWY-6121	AIRS-RXN // GLYRIBONUCSYN-RXN		"YGL234W"	
G3O-33736	"YOR242C"	788742	789857	G3O-33736-MONOMER	""	""		"YOR242C"	
G3O-33964	"YPL051W"	459963	460559	G3O-33964-MONOMER	""	""		"YPL051W"	
G3O-31520	"YJL057C"	328118	330121	G3O-31520-MONOMER	""	PROTEIN-KINASE-RXN		"YJL057C"	
G3O-31212	"YHR181W"	467228	467914	G3O-31212-MONOMER	""	""		"YHR181W"	
YBL068W	"YBL068W"	92414	93394	YBL068W-MONOMER	THISYNARA-PWY-1 // PWY0-662	PRPPSYN-RXN		"YBL068W"	
G3O-34364	"YPL038W-A"	480182	480373	G3O-34364-MONOMER	""	""		"YPL038W-A"	
G3O-29754	"YDR164C"	782041	784215	G3O-29754-MONOMER	""	""		"YDR164C"	
G3O-31425	"YIR004W"	363221	364519	G3O-31425-MONOMER	""	""		"YIR004W"	
G3O-31449	"YIR035C"	421026	421790	G3O-31449-MONOMER	""	""		"YIR035C"	
G3O-34213	"YPR065W"	679693	680799	G3O-34213-MONOMER	""	""		"YPR065W"	
G3O-29922	"YDR372C"	1221112	1222149	G3O-29922-MONOMER	""	""		"YDR372C"	
G3O-34228	"YPR084W"	706972	708342	G3O-34228-MONOMER	""	""		"YPR084W"	
G3O-31707	"YJR077C"	577255	578190	G3O-31707-MONOMER	""	""		"YJR077C"	
G3O-31925	"YKL155C"	159456	161342	G3O-31925-MONOMER	""	""		"YKL155C"	
G3O-31334	"YIL067C"	235724	237760	G3O-31334-MONOMER	""	""		"YIL067C"	
YGR267C	"YGR267C"	1025004	1025735	YGR267C-MONOMER	FOLSYN-PWY // PWY-6612 // PWY-6147	GTP-CYCLOHYDRO-I-RXN		"YGR267C"	
YLR056W	"YLR056W"	253861	254958	YLR056W-MONOMER	ERGOSTEROL-SYN-PWY // PWY-6075	RXN3O-218		"YLR056W"	
G3O-34105	"YPL216W"	143821	147129	G3O-34105-MONOMER	""	""		"YPL216W"	
G3O-30227	"YER048C"	246982	248157	G3O-30227-MONOMER	""	""		"YER048C"	
G3O-30440	"YFL020C"	99231	99599	G3O-30440-MONOMER	""	""		"YFL020C"	
G3O-31270	"YHR212W-A"	538742	538945	G3O-31270-MONOMER	""	""		"YHR212W-A"	
G3O-32207	"YLR051C"	246324	246977	G3O-32207-MONOMER	""	""		"YLR051C"	
G3O-28914	"YBL008W"	209653	212175	G3O-28914-MONOMER	""	""		"YBL008W"	
G3O-33953	"YPL039W"	479225	480175	G3O-33953-MONOMER	""	""		"YPL039W"	
G3O-32720	"YMR012W"	291134	294967	G3O-32720-MONOMER	""	""		"YMR012W"	
G3O-32387	"YLR292C"	719789	720370	G3O-32387-MONOMER	""	""		"YLR292C"	
G3O-31154	"YHR112C"	334527	335663	G3O-31154-MONOMER	""	""		"YHR112C"	
G3O-29160	"YBR227C"	673572	675134	G3O-29160-MONOMER	""	""		"YBR227C"	
G3O-32899	"YMR216C"	698811	701039	G3O-32899-MONOMER	""	""		"YMR216C"	
G3O-33898	"YOR072W-B"	464469	464630	G3O-33898-MONOMER	""	""		"YOR072W-B"	
G3O-33204	"YNL194C"	272710	273615	G3O-33204-MONOMER	""	""		"YNL194C"	
G3O-33475	"YOL070C"	197220	198725	G3O-33475-MONOMER	""	""		"YOL070C"	
G3O-31046	"YHL026C"	53219	54166	G3O-31046-MONOMER	""	""		"YHL026C"	
G3O-30697	"YGL223C"	79112	80365	G3O-30697-MONOMER	""	""		"YGL223C"	
G3O-29377	"YCR081W"	254371	258654	G3O-29377-MONOMER	""	""		"YCR081W"	
G3O-33758	"YOR268C"	825534	825932	G3O-33758-MONOMER	""	""		"YOR268C"	
G3O-33717	"YOR215C"	746725	747282	G3O-33717-MONOMER	""	""		"YOR215C"	
G3O-33378	"YNR074C"	777602	778738	G3O-33378-MONOMER	""	""		"YNR074C"	
G3O-31011	"YGR121W-A"	733412	733627	G3O-31011-MONOMER	""	""		"YGR121W-A"	
G3O-31194	"YHR159W"	417549	419063	G3O-31194-MONOMER	""	""		"YHR159W"	
G3O-30877	"YGR187C"	870232	871416	G3O-30877-MONOMER	""	""		"YGR187C"	
G3O-33567	"YOR019W"	368127	370319	G3O-33567-MONOMER	""	""		"YOR019W"	
G3O-29737	"YDR140W"	734138	734803	G3O-29737-MONOMER	""	RXN-14992		"YDR140W"	
G3O-33945	"YPL030W"	493543	495246	G3O-33945-MONOMER	PWY-6829	RXN-12368		"YPL030W"	
G3O-30820	"YGR111W"	715828	717030	G3O-30820-MONOMER	""	""		"YGR111W"	
G3O-34196	"YPR040W"	647305	648375	G3O-34196-MONOMER	""	""		"YPR040W"	
Q0105	"Q0105"	36540	43647	Q0105-MONOMER	PWY-7279-YEAST // PWY3O-188	1.10.2.2-RXN		"Q0105"	
G3O-33415	"YNL146C-A"	351386	351580	G3O-33415-MONOMER	""	""		"YNL146C-A"	
G3O-31688	"YJR054W"	536056	537549	G3O-31688-MONOMER	""	""		"YJR054W"	
G3O-31397	"YIL148W"	68708	69528	G3O-31397-MONOMER	""	""		"YIL148W"	
G3O-30714	"YGL242C"	44652	45197	G3O-30714-MONOMER	""	""		"YGL242C"	
YGR170W	"YGR170W"	837142	840558	YGR170W-MONOMER	PWY-5669	PHOSPHASERDECARB-RXN		"YGR170W"	
G3O-29903	"YDR349C"	1172386	1174176	G3O-29903-MONOMER	""	""		"YDR349C"	
G3O-33335	"YNR021W"	668377	669591	G3O-33335-MONOMER	""	""		"YNR021W"	
G3O-30209	"YER028C"	210692	211876	G3O-30209-MONOMER	""	""		"YER028C"	
G3O-31908	"YKL126W"	205707	207749	G3O-31908-MONOMER	""	PROTEIN-KINASE-RXN		"YKL126W"	
G3O-30532	"YGL010W"	475545	476069	G3O-30532-MONOMER	""	""		"YGL010W"	
G3O-32183	"YLR022C"	184174	184926	G3O-32183-MONOMER	""	""		"YLR022C"	
YKL216W	"YKL216W"	25215	26159	YKL216W-MONOMER	PWY-7790 // PYRIMID-RNTSYN-PWY	RXN-9929		"YKL216W"	
G3O-33159	"YNL140C"	360917	361486	G3O-33159-MONOMER	""	""		"YNL140C"	
YPR159W	"YPR159W"	857583	859745	YPR159W-MONOMER	""	""		"YPR159W"	
G3O-30424	"YFL038C"	55366	55986	G3O-30424-MONOMER	""	""		"YFL038C"	
G3O-30400	"YFL068W"	53	535	G3O-30400-MONOMER	""	""		"YFL068W"	
G3O-32699	"YML118W"	32334	33851	G3O-32699-MONOMER	""	""		"YML118W"	
G3O-28881	"YAR031W"	186836	187732	G3O-28881-MONOMER	""	""		"YAR031W"	
G3O-33051	"YNL010W"	613635	614360	G3O-33051-MONOMER	""	""		"YNL010W"	
G3O-29141	"YBR200W"	620872	622527	G3O-29141-MONOMER	""	""		"YBR200W"	
G3O-32366	"YLR266C"	675619	677724	G3O-32366-MONOMER	""	""		"YLR266C"	
G3O-30285	"YER121W"	402375	402719	G3O-30285-MONOMER	""	""		"YER121W"	
G3O-33186	"YNL173C"	308957	310057	G3O-33186-MONOMER	""	""		"YNL173C"	
G3O-32881	"YMR194W"	651145	651910	G3O-32881-MONOMER	""	""		"YMR194W"	
G3O-32982	"YMR317W"	907364	910786	G3O-32982-MONOMER	""	""		"YMR317W"	
G3O-30680	"YGL200C"	122694	123305	G3O-30680-MONOMER	""	""		"YGL200C"	
G3O-29358	"YCR047C"	210718	211545	G3O-29358-MONOMER	""	RXN-15842		"YCR047C"	
G3O-30145	"YEL020C"	118617	120299	G3O-30145-MONOMER	PWY-7985	OXALYL-COA-DECARBOXYLASE-RXN		"YEL020C"	
G3O-33700	"YOR191W"	692475	697334	G3O-33700-MONOMER	""	""		"YOR191W"	
G3O-33355	"YNR048W"	711630	712811	G3O-33355-MONOMER	""	""		"YNR048W"	
G3O-32842	"YMR152W"	563096	564193	G3O-32842-MONOMER	""	""		"YMR152W"	
G3O-29630	"YDR011W"	465919	470424	G3O-29630-MONOMER	""	""		"YDR011W"	
G3O-30860	"YGR161C"	808629	809420	G3O-30860-MONOMER	""	""		"YGR161C"	
G3O-30033	"YDR514C"	1471548	1472999	G3O-30033-MONOMER	""	""		"YDR514C"	
G3O-31178	"YHR142W"	383538	384488	G3O-31178-MONOMER	""	""		"YHR142W"	
G3O-33928	"YPL009C"	535820	538936	G3O-33928-MONOMER	""	""		"YPL009C"	
G3O-32691	"YML108W"	54793	55110	G3O-32691-MONOMER	""	""		"YML108W"	
G3O-29718	"YDR118W"	685882	687840	G3O-29718-MONOMER	""	""		"YDR118W"	
G3O-33925	"YPL006W"	544631	548143	G3O-33925-MONOMER	""	""		"YPL006W"	
G3O-29821	"YDR248C"	957758	958339	G3O-29821-MONOMER	GLUCONSUPER-PWY	GLUCONOKIN-RXN		"YDR248C"	
G3O-34179	"YPR019W"	596750	599551	G3O-34179-MONOMER	""	""		"YPR019W"	
G3O-31378	"YIL127C"	117024	117644	G3O-31378-MONOMER	""	""		"YIL127C"	
G3O-32584	"YLL066W-B"	5605	5775	G3O-32584-MONOMER	""	""		"YLL066W-B"	
G3O-31671	"YJR034W"	496683	497009	G3O-31671-MONOMER	""	""		"YJR034W"	
G3O-29882	"YDR325W"	1117126	1120233	G3O-29882-MONOMER	""	""		"YDR325W"	
G3O-32487	"YLR427W"	988428	990440	G3O-32487-MONOMER	""	""		"YLR427W"	
YGL205W	"YGL205W"	108158	110404	YGL205W-MONOMER	PWY-7291 // PWY-7337 // PWY-7338 // PWY-7340 // PWY-6837 // PWY-7288 // YEAST-FAO-PWY	RXN-14576 // RXN-14771 // RXN-14775 // RXN-14785 // RXN-14789 // RXN-14796 // RXN-10696 // RXN-10706 // RXN-10707 // RXN-12518 // RXN-12669 // RXN-11026		"YGL205W"	
G3O-34386	"Q0255"	74495	75984	G3O-34386-MONOMER	""	""		"Q0255"	
G3O-29484	"YDL073W"	326613	329567	G3O-29484-MONOMER	""	""		"YDL073W"	
G3O-30192	"YER005W"	160550	162442	G3O-30192-MONOMER	PWY-7184 // PWY-7210 // PWY-7177	RXN-14201 // RXN-14200 // RXN-14198 // RXN-14199 // RXN-14195 // RXN-14208 // RXN-14024 // NUCLEOSIDE-TRIPHOSPHATASE-RXN // NUCLEOSIDE-DIPHOSPHATASE-RXN // RXN0-3542 // APYRASE-RXN // ATPASE-RXN // RXN-12200 // RXN-12195 // RXN-12198 // RXN-10862 // RXN-12199 // RXN-12196 // RXN-12197		"YER005W"	
G3O-31888	"YKL098W"	256770	257843	G3O-31888-MONOMER	""	""		"YKL098W"	
G3O-32357	"YLR253W"	642627	644336	G3O-32357-MONOMER	""	""		"YLR253W"	
G3O-32165	"YLR004C"	157934	159505	G3O-32165-MONOMER	""	""		"YLR004C"	
YKL029C	"YKL029C"	382716	384725	YKL029C-MONOMER	GLYOXYLATE-BYPASS // MALATE-ASPARTATE-SHUTTLE-PWY // PWY-5690 // PWY-7118 // GLUCONEO-YEAST-PWY // PWY-7686	1.1.1.39-RXN // MALATE-DEH-RXN // OXALODECARB-RXN		"YKL029C"	
G3O-29394	"YCR100C"	301271	302221	G3O-29394-MONOMER	""	""		"YCR100C"	
YPL091W	"YPL091W"	375502	376953	YPL091W-MONOMER	PWY-4081 // PWY3O-592	GLUTATHIONE-REDUCT-NADPH-RXN		"YPL091W"	
G3O-30393	"YER180C-A"	550865	551122	G3O-30393-MONOMER	""	""		"YER180C-A"	
G3O-29366	"YCR061W"	225563	227458	G3O-29366-MONOMER	""	""		"YCR061W"	
G3O-32682	"YML097C"	78335	79690	G3O-32682-MONOMER	""	""		"YML097C"	
G3O-28858	"YAL053W"	45899	48250	G3O-28858-MONOMER	""	""		"YAL053W"	
G3O-32209	"YLR053C"	248100	248426	G3O-32209-MONOMER	""	""		"YLR053C"	
G3O-29123	"YBR179C"	586547	589114	G3O-29123-MONOMER	""	""		"YBR179C"	
G3O-32342	"YLR228C"	600019	602463	G3O-32342-MONOMER	""	""		"YLR228C"	
G3O-29267	"YBR056W-A"	351255	351455	G3O-29267-MONOMER	""	""		"YBR056W-A"	
G3O-33168	"YNL151C"	347766	348521	G3O-33168-MONOMER	""	DNA-DIRECTED-RNA-POLYMERASE-RXN		"YNL151C"	
G3O-32858	"YMR168C"	597332	599158	G3O-32858-MONOMER	""	""		"YMR168C"	
G3O-32112	"YLL007C"	134302	136299	G3O-32112-MONOMER	""	""		"YLL007C"	
G3O-30663	"YGL175C"	173285	174322	G3O-30663-MONOMER	""	""		"YGL175C"	
G3O-29337	"YCR021C"	156109	157107	G3O-29337-MONOMER	""	""		"YCR021C"	
G3O-29206	"YBR287W"	776571	777854	G3O-29206-MONOMER	""	""		"YBR287W"	
G3O-33683	"YOR167C"	648804	649007	G3O-33683-MONOMER	""	""		"YOR167C"	
G3O-33333	"YNR018W"	664270	664944	G3O-33333-MONOMER	""	""		"YNR018W"	
G3O-31994	"YKR018C"	473723	475900	G3O-31994-MONOMER	""	""		"YKR018C"	
G3O-29610	"YDL231C"	38867	42244	G3O-29610-MONOMER	""	""		"YDL231C"	
G3O-30838	"YGR132C"	755589	756452	G3O-30838-MONOMER	""	""		"YGR132C"	
G3O-29032	"YBR062C"	365976	366600	G3O-29032-MONOMER	""	""		"YBR062C"	
G3O-31157	"YHR115C"	340109	341359	G3O-31157-MONOMER	""	""		"YHR115C"	
G3O-33852	"YOR391C"	1078545	1079258	G3O-33852-MONOMER	""	""		"YOR391C"	
G3O-31840	"YKL039W"	362622	364193	G3O-31840-MONOMER	""	""		"YKL039W"	
G3O-29700	"YDR097C"	640109	643837	G3O-29700-MONOMER	""	""		"YDR097C"	
G3O-31362	"YIL106W"	166415	167444	G3O-31362-MONOMER	""	""		"YIL106W"	
G3O-28903	"YAR035C-A"	192337	192417	G3O-28903-MONOMER	""	""		"YAR035C-A"	
G3O-34162	"YPL282C"	7933	8427	G3O-34162-MONOMER	""	""		"YPL282C"	
G3O-29864	"YDR305C"	1072746	1073488	G3O-29864-MONOMER	""	""		"YDR305C"	
G3O-31756	"YJR141W"	695906	696949	G3O-31756-MONOMER	""	""		"YJR141W"	
G3O-31647	"YJR001W"	436802	438610	G3O-31647-MONOMER	""	""		"YJR001W"	
G3O-34363	"YPL189C-A"	188307	188513	G3O-34363-MONOMER	""	""		"YPL189C-A"	
YKL184W	"YKL184W"	96757	98157	YKL184W-MONOMER	PWY-46	ORNDECARBOX-RXN		"YKL184W"	
YGL009C	"YGL009C"	476313	478652	YGL009C-MONOMER	BRANCHED-CHAIN-AA-SYN-PWY // LEUSYN-PWY	RXN-13163 // RXN-8991 // 3-ISOPROPYLMALISOM-RXN		"YGL009C"	
G3O-31870	"YKL074C"	294610	296193	G3O-31870-MONOMER	""	""		"YKL074C"	
G3O-31649	"YJR003C"	440994	442553	G3O-31649-MONOMER	""	""		"YJR003C"	
G3O-30170	"YEL052W"	56571	58100	G3O-30170-MONOMER	""	""		"YEL052W"	
YJR103W	"YJR103W"	620754	622490	YJR103W-MONOMER	CITRULBIO-PWY // GLUTAMINDEG-PWY // PWY-7176 // PWY-7177 // PYRIMID-RNTSYN-PWY	CTPSYN-RXN // GLUTAMIN-RXN // RXN-14325		"YJR103W"	
YDR454C	"YDR454C"	1366264	1366827	MONOMER3O-102	PWY-841 // PWY-7221	GMKALT-RXN // GUANYL-KIN-RXN		"YDR454C"	
G3O-32143	"YLL042C"	52087	52590	G3O-32143-MONOMER	""	""		"YLL042C"	
G3O-30341	"YER185W"	559454	560365	G3O-30341-MONOMER	""	""		"YER185W"	
G3O-31508	"YJL043W"	360130	360903	G3O-31508-MONOMER	""	""		"YJL043W"	
YOR288C	"YOR288C"	852121	853077	YOR288C-MONOMER	""	5.3.4.1-RXN		"YOR288C"	
G3O-28840	"YAL029C"	87855	92270	G3O-28840-MONOMER	""	""		"YAL029C"	
G3O-34323	"YPR203W"	943880	944188	G3O-34323-MONOMER	""	""		"YPR203W"	
G3O-32662	"YML067C"	139063	140214	G3O-32662-MONOMER	""	""		"YML067C"	
G3O-32324	"YLR206W"	554578	556419	G3O-32324-MONOMER	""	""		"YLR206W"	
G3O-31436	"YIR016W"	382628	383425	G3O-31436-MONOMER	""	""		"YIR016W"	
G3O-29105	"YBR155W"	549771	550928	G3O-29105-MONOMER	""	""		"YBR155W"	
G3O-32837	"YMR145C"	554793	556475	G3O-32837-MONOMER	PWY-7269-YEAST // PWY-7279-YEAST // PWY3O-188	RXN0-5330-YEAST		"YMR145C"	
G3O-34212	"YPR063C"	677812	678320	G3O-34212-MONOMER	""	""		"YPR063C"	
G3O-33146	"YNL125C"	390146	392167	G3O-33146-MONOMER	""	""		"YNL125C"	
G3O-29316	"YCL069W"	9706	11082	G3O-29316-MONOMER	""	""		"YCL069W"	
G3O-31324	"YIL054W"	254543	254860	G3O-31324-MONOMER	""	""		"YIL054W"	
G3O-30646	"YGL157W"	209006	210049	G3O-30646-MONOMER	""	""		"YGL157W"	
G3O-33314	"YNL330C"	18001	19302	G3O-33314-MONOMER	""	""		"YNL330C"	
G3O-34064	"YPL168W"	231217	232509	G3O-34064-MONOMER	""	""		"YPL168W"	
G3O-33665	"YOR147W"	606607	608475	G3O-33665-MONOMER	""	""		"YOR147W"	
G3O-30816	"YGR106C"	698989	699786	G3O-30816-MONOMER	""	""		"YGR106C"	
G3O-31267	"YHR086W-A"	280231	280392	G3O-31267-MONOMER	""	""		"YHR086W-A"	
G3O-29592	"YDL210W"	84270	85985	G3O-29592-MONOMER	""	""		"YDL210W"	
G3O-33831	"YOR361C"	1015361	1017652	G3O-33831-MONOMER	""	""		"YOR361C"	
G3O-33916	"YOR293C-A"	867998	868147	G3O-33916-MONOMER	""	""		"YOR293C-A"	
G3O-31138	"YHR091C"	284839	286770	G3O-31138-MONOMER	TRNA-CHARGING-PWY	ARGININE--TRNA-LIGASE-RXN		"YHR091C"	
G3O-31341	"YIL076W"	216658	217548	G3O-31341-MONOMER	""	""		"YIL076W"	
G3O-31127	"YHR080C"	262801	266838	G3O-31127-MONOMER	""	""		"YHR080C"	
G3O-29682	"YDR077W"	600793	601809	G3O-29682-MONOMER	""	""		"YDR077W"	
G3O-29846	"YDR281C"	1022007	1022321	G3O-29846-MONOMER	""	""		"YDR281C"	
G3O-33851	"YOR390W"	1076784	1077911	G3O-33851-MONOMER	""	""		"YOR390W"	
G3O-34138	"YPL253C"	71063	73006	G3O-34138-MONOMER	""	""		"YPL253C"	
G3O-34310	"YPR187W"	911257	911800	G3O-34310-MONOMER	""	DNA-DIRECTED-RNA-POLYMERASE-RXN		"YPR187W"	
G3O-31034	"YHL014C"	76097	77314	G3O-31034-MONOMER	""	""		"YHL014C"	
G3O-31628	"YJL197W"	63805	67569	G3O-31628-MONOMER	""	3.4.19.12-RXN		"YJL197W"	
G3O-31850	"YKL049C"	346075	346764	G3O-31850-MONOMER	""	""		"YKL049C"	
G3O-33726	"YOR228C"	766869	767777	G3O-33726-MONOMER	""	""		"YOR228C"	
YER133W	"YER133W"	432495	433958	YER133W-MONOMER	""	3.1.3.16-RXN		"YER133W"	
YJL153C	"YJL153C"	134332	135933	YJL153C-MONOMER	PWY-2301	MYO-INOSITOL-1-PHOSPHATE-SYNTHASE-RXN		"YJL153C"	
G3O-31006	"YGL258W-A"	9162	9395	G3O-31006-MONOMER	""	""		"YGL258W-A"	
G3O-30153	"YEL031W"	90258	93905	G3O-30153-MONOMER	""	""		"YEL031W"	
G3O-30323	"YER162C"	500630	502894	G3O-30323-MONOMER	""	""		"YER162C"	
G3O-33549	"YOL162W"	10119	10766	G3O-33549-MONOMER	""	""		"YOL162W"	
G3O-32126	"YLL022C"	99044	100201	G3O-32126-MONOMER	""	""		"YLL022C"	
G3O-28823	"YAL010C"	134184	135665	G3O-28823-MONOMER	""	""		"YAL010C"	
G3O-30780	"YGR066C"	620921	621799	G3O-30780-MONOMER	""	""		"YGR066C"	
YOR171C	"YOR171C"	652010	653884	YOR171C-MONOMER	PWY-7119	RXN3O-458 // SPHINGANINE-KINASE-RXN		"YOR171C"	
G3O-32308	"YLR185W"	522663	523288	G3O-32308-MONOMER	""	""		"YLR185W"	
G3O-33411	"YNL097C-B"	440797	440919	G3O-33411-MONOMER	""	""		"YNL097C-B"	
G3O-32645	"YML048W"	178426	179637	G3O-32645-MONOMER	""	""		"YML048W"	
G3O-32819	"YMR126C"	520761	521789	G3O-32819-MONOMER	""	""		"YMR126C"	
G3O-30682	"YGL204C"	111700	112005	G3O-30682-MONOMER	""	""		"YGL204C"	
G3O-29087	"YBR132C"	499652	501442	G3O-29087-MONOMER	""	""		"YBR132C"	
G3O-29297	"YCL038C"	54941	56527	G3O-29297-MONOMER	""	""		"YCL038C"	
G3O-33284	"YNL295W"	76946	78520	G3O-33284-MONOMER	""	""		"YNL295W"	
G3O-33127	"YNL099C"	438567	439283	G3O-33127-MONOMER	""	""		"YNL099C"	
G3O-33296	"YNL309W"	52662	53924	G3O-33296-MONOMER	""	""		"YNL309W"	
G3O-30518	"YFR012W-A"	169224	169310	G3O-30518-MONOMER	""	""		"YFR012W-A"	
G3O-30628	"YGL133W"	257707	261501	G3O-30628-MONOMER	""	""		"YGL133W"	
G3O-30800	"YGR090W"	662358	666071	G3O-30800-MONOMER	""	""		"YGR090W"	
G3O-33138	"YNL115C"	410119	412053	G3O-33138-MONOMER	""	""		"YNL115C"	
G3O-33648	"YOR119C"	548792	550246	G3O-33648-MONOMER	""	PROTEIN-KINASE-RXN		"YOR119C"	
G3O-33812	"YOR337W"	954344	956623	G3O-33812-MONOMER	""	""		"YOR337W"	
G3O-30395	"YER175W-A"	540650	540814	G3O-30395-MONOMER	""	""		"YER175W-A"	
G3O-29575	"YDL190C"	118707	121592	G3O-29575-MONOMER	""	""		"YDL190C"	
G3O-31321	"YIL050W"	258913	259770	G3O-31321-MONOMER	""	""		"YIL050W"	
G3O-33035	"YMR315W-A"	904286	904393	G3O-33035-MONOMER	""	""		"YMR315W-A"	
G3O-31120	"YHR070W"	234881	236380	G3O-31120-MONOMER	PWY-7283 // PWY-7286 // PWY-6829	RXN-12458 // RXN-14517		"YHR070W"	
G3O-29829	"YDR258C"	971808	974243	G3O-29829-MONOMER	""	""		"YDR258C"	
G3O-30250	"YER079W"	318920	319552	G3O-30250-MONOMER	""	""		"YER079W"	
G3O-29664	"YDR055W"	563527	564861	G3O-29664-MONOMER	""	""		"YDR055W"	
