"rxnID"	"Occur_num"	"formula"	"EC"	"keggID"	"biocycID"	"annote_method"
"MNXR111859"	331	"2 `H(+)` + 1 `NADH` + 1 `3-Carbamoyl-2-phenylpropionic acid` = 1 `H2O` + 1 `3-Carbamoyl-2-phenylpropionaldehyde` + 1 `NAD(+)`"	"1.2.1.5"	"kegg:R08307"	"NA"	"MNX"
"MNXR111862"	332	"1 `H(+)` + 1 `NADH` + 1 `5-Phenyl-1,3-oxazinane-2,4-dione` = 1 `4-Hydroxy-5-phenyltetrahydro-1,3-oxazin-2-one` + 1 `NAD(+)`"	"1.1.1.1"	"kegg:R08310"	"NA"	"MNX"
"MNXR96724"	78	"1 `H(+)` + 1 `Citalopram propionic acid` + 1 `H2O2` = 1 `H2O` + 1 `Citalopram aldehyde` + 1 `O2`"	"1.2.3.1"	"kegg:R08349"	"NA"	"MNX"
"MNXR111908"	325	"1 `ROH` + 1 `H2O` + 1 `Tryparedoxin disulfide` = 2 `H(+)` + 1 `ROOH` + 1 `Tryparedoxin`"	"1.11.1.-;1.11.1.15"	"kegg:R08360"	"NA"	"MNX"
"MNXR111910"	325	"1 `trypanothione` + 1 `ROOH` = 1 `ROH` + 1 `H2O` + 1 `trypanothione disulfide(1+)`"	"1.11.1.15"	"kegg:R08362"	"NA"	"MNX"
"MNXR111911"	332	"2 `H(+)` + 1 `ribonucleoside diphosphate` + 1 `Tryparedoxin` = 1 `H2O` + 1 `2'-deoxyribonucleoside diphosphate` + 1 `Tryparedoxin disulfide`"	"1.17.4.1"	"kegg:R08363"	"NA"	"MNX"
"MNXR111912"	332	"1 `trypanothione` + 1 `ribonucleoside diphosphate` = 1 `H2O` + 1 `2'-deoxyribonucleoside diphosphate` + 1 `trypanothione disulfide(1+)`"	"1.17.4.1"	"kegg:R08364"	"NA"	"MNX"
"MNXR111926"	62	"1 `CoA` + 1 `11-cis-retinyl palmitate` = 1 `11-cis-retinol` + 1 `hexadecanoyl-CoA`"	"2.3.1.76"	"kegg:R08381"	"NA"	"MNX"
"MNXR111928"	301	"1 `H(+)` + 1 `9-cis-retinal` + 1 `NADPH` = 1 `9-cis-retinol` + 1 `NADP(+)`"	"1.1.1.-"	"kegg:R08383"	"NA"	"MNX"
"MNXR111929"	78	"1 `H(+)` + 1 `9-cis-retinoate` + 1 `H2O2` = 1 `H2O` + 1 `9-cis-retinal` + 1 `O2`"	"1.2.3.1;1.2.3.11"	"kegg:R08384"	"NA"	"MNX"
"MNXR111930"	332	"2 `H(+)` + 1 `NADH` + 1 `9-cis-retinoate` = 1 `H2O` + 1 `9-cis-retinal` + 1 `NAD(+)`"	"1.2.1.36"	"kegg:R08385"	"NA"	"MNX"
"MNXR111953"	78	"1 `H(+)` + 1 `H2O2` + 1 `N-methyl-6-pyridone-3-carboxamide` = 1 `H2O` + 1 `1-methylnicotinamide` + 1 `O2`"	"1.2.3.1"	"kegg:R08408"	"NA"	"MNX"
"MNXR112120"	331	"1 `G01813` + 1 `GDP` = 1 `G10694` + 1 `GDP-alpha-D-mannose`"	"2.4.1.232"	"kegg:R08599"	"NA"	"MNX"
"MNXR112242"	321	"1 `diphosphate` + 1 `AMP` + 1 `(25R)-3alpha,7alpha-dihydroxy-5beta-cholestan-26-oyl-CoA(4-)` = 1 `CoA` + 1 `ATP` + 1 `3alpha,7alpha-Dihydroxy-5beta-cholestanate`"	"6.2.1.7"	"kegg:R08738"	"NA"	"MNX"
"MNXR112486"	330	"1 `CoA` + 1 `a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol)` = 1 `an acyl-CoA` + 1 `1-acylglycerophosphoinositol`"	"2.3.1.-"	"kegg:R09034"	"NA"	"MNX"
"MNXR112487"	328	"1 `CoA` + 1 `1,2-diacyl-sn-glycero-3-phospho-L-serine` = 1 `a 1-acyl-sn-glycero-3-phospho-L-serine` + 1 `an acyl-CoA`"	"2.3.1.-"	"kegg:R09035"	"NA"	"MNX"
"MNXR112488"	330	"1 `a phosphatidylglycerol` + 1 `CoA` = 1 `an acyl-CoA` + 1 `1-acyl-sn-glycero-3-phosphoglycerol`"	"2.3.1.-"	"kegg:R09036"	"NA"	"MNX"
"MNXR112571"	72	"1 `H(+)` + 1 `tetrachloro-cis,cis-muconic acid` = 1 `O2` + 1 `tetrachlorocatechol`"	"1.13.11.1"	"kegg:R09134"	"NA"	"MNX"
"MNXR112731"	332	"1 `GDP` + 1 `G10737` = 1 `G13027` + 1 `GDP-alpha-D-mannose`"	"2.4.1.-"	"kegg:R09300"	"NA"	"MNX"
"MNXR112732"	332	"1 `GDP` + 1 `G10842` = 1 `GDP-alpha-D-mannose` + 1 `G10737`"	"2.4.1.-"	"kegg:R09301"	"NA"	"MNX"
"MNXR112733"	271	"1 `GDP` + 1 `G10843` = 1 `GDP-alpha-D-mannose` + 1 `G10842`"	"2.4.1.-"	"kegg:R09302"	"NA"	"MNX"
"MNXR112734"	271	"1 `G11055` + 1 `GDP` = 1 `GDP-alpha-D-mannose` + 1 `G10843`"	"2.4.1.-"	"kegg:R09303"	"NA"	"MNX"
"MNXR112795"	321	"1 `NH4(+)` + 1 `pyruvate` + 1 `methylselenol` = 1 `H2O` + 1 `Se-methyl-L-selenocysteine`"	"4.4.1.1;4.4.1.13"	"kegg:R09366"	"NA"	"MNX"
"MNXR112800"	331	"3 `H(+)` + 1 `methylseleninic acid` + 2 `NADPH` = 2 `H2O` + 2 `NADP(+)` + 1 `methylselenol`"	"1.8.1.9"	"kegg:R09372"	"NA"	"MNX"
"MNXR112809"	332	"1 `1-acyl-sn-glycero-3-phosphate` + 1 `acyl-[acyl-carrier protein]` = 1 `holo-[acyl-carrier protein]` + 1 `a 1,2-diacyl-sn-glycero-3-phosphate`"	"2.3.1.51"	"kegg:R09381"	"NA"	"MNX"
"MNXR112810"	301	"3 `diphosphate` + 1 `tRNA with a 3' CCA end` = 1 `ATP` + 1 `tRNA precursor` + 2 `CTP`"	"2.7.7.72"	"kegg:R09382"	"NA"	"MNX"
"MNXR112811"	301	"1 `diphosphate` + 1 `tRNA with a 3' cytidine` = 1 `tRNA precursor` + 1 `CTP`"	"2.7.7.72"	"kegg:R09383"	"NA"	"MNX"
"MNXR112812"	301	"1 `diphosphate` + 1 `tRNA with a 3' CC end` = 1 `tRNA with a 3' cytidine` + 1 `CTP`"	"2.7.7.72"	"kegg:R09384"	"NA"	"MNX"
"MNXR112814"	301	"1 `diphosphate` + 1 `tRNA with a 3' CCA end` = 1 `tRNA with a 3' CC end` + 1 `ATP`"	"2.7.7.72"	"kegg:R09386"	"NA"	"MNX"
"MNXR112822"	111	"1 `(8S)-3',8-cyclo-7,8-dihydroguanosine 5'-triphosphate` + 1 `5'-deoxyadenosine` + 1 `L-methionine` + 1 `Oxidized donor` = 1 `S-adenosyl-L-methionine` + 1 `AH2` + 1 `GTP`"	"4.1.99.22"	"kegg:R09394"	"NA"	"MNX"
"MNXR112843"	331	"1 `CoA` + 1 `CO2` + 1 `3-oxo-fatty acyl-CoA` = 1 `H(+)` + 1 `malonyl-CoA` + 1 `an acyl-CoA`"	"2.3.1.199"	"kegg:R09419"	"NA"	"MNX"
"MNXR112872"	327	"1 `a long-chain fatty acyl-CoA` + 1 `NADP(+)` = 1 `H(+)` + 1 `(2E)-enoyl CoA` + 1 `NADPH`"	"1.3.1.93"	"kegg:R09449"	"NA"	"MNX"
"MNXR112877"	106	"1 `H(+)` + 1 `O2` + 1 `NADPH` + 1 `docosanoate` = 1 `H2O` + 1 `NADP(+)` + 1 `22-hydroxydocosanoate`"	"1.14.-.-"	"kegg:R09454"	"NA"	"MNX"
"MNXR112924"	95	"2 `a ubiquinone` + 2 `H2O` = 2 `a ubiquinol` + 1 `O2`"	"1.10.3.11"	"kegg:R09504"	"NA"	"MNX"
"MNXR113012"	220	"1 `diphosphate` + 1 `AMP` + 1 `[tRNA(Ile2)]-lysidine34` + 1 `H2O` = 1 `[tRNA(Ile2)]-cytidine34` + 1 `ATP` + 1 `L-lysine`"	"6.3.4.19"	"kegg:R09597"	"NA"	"MNX"
"MNXR113245"	332	"1 `diphosphate` + 1 `S-Farnesyl protein` = 1 `(2E,6E)-farnesyl diphosphate` + 1 `Protein-cysteine`"	"2.5.1.58"	"kegg:R09844"	"NA"	"MNX"
"MNXR113246"	330	"1 `H2O` + 1 `S-Farnesyl protein` = 1 `protein C-terminal S-farnesyl-L-cysteine` + 1 `peptide`"	"3.4.22.-;3.4.24.84"	"kegg:R09845"	"NA"	"MNX"
"MNXR113341"	325	"1 `H(+)` + 1 `CDP` + 1 `a 1,2-diacyl-sn-glycero-3-phosphate` = 1 `a 1,2-diacyl-sn-glycerol` + 1 `CTP`"	"2.7.1.174"	"kegg:R09944"	"NA"	"MNX"
"MNXR113420"	229	"1 `beta-D-glucose` + 1 `(S)-4-hydroxymandelonitrile` = 1 `H2O` + 1 `dhurrin`"	"3.2.1.21"	"kegg:R10035"	"NA"	"MNX"
"MNXR113424"	229	"1 `beta-D-glucose` + 1 `(2R)-2-hydroxy-2-methylbutanenitrile` = 1 `Lotaustralin` + 1 `H2O`"	"3.2.1.21"	"kegg:R10039"	"NA"	"MNX"
"MNXR113425"	229	"1 `beta-D-glucose` + 1 `2-hydroxy-2-methylpropanenitrile` = 1 `H2O` + 1 `linamarin`"	"3.2.1.21"	"kegg:R10040"	"NA"	"MNX"
"MNXR113431"	287	"1 `beta-D-ribosylnicotinate` + 1 `H2O` = 1 `H(+)` + 1 `D-ribose` + 1 `nicotinate`"	"3.2.2.3"	"kegg:R10046"	"NA"	"MNX"
"MNXR113439"	289	"2 `CO2` + 1 `procollagen L-lysine` + 2 `succinate` + 2 `formaldehyde` = 2 `2-oxoglutarate` + 2 `O2` + 1 `Protein N6,N6-dimethyl-L-lysine`"	"1.14.11.27"	"kegg:R10056"	"NA"	"MNX"
"MNXR113440"	328	"2 `H(+)` + 3 `NADH` + 1 `4,4-dimethyl-5alpha-cholest-7-en-3beta-ol` + 3 `O2` = 4 `H2O` + 3 `NAD(+)` + 1 `3beta-hydroxy-4beta-methyl-5alpha-cholest-7-ene-4alpha-carboxylate`"	"1.14.13.72"	"kegg:R10057"	"NA"	"MNX"
"MNXR113572"	55	"1 `tRNA 7-aminomethyl-7-carbaguanine` + 1 `guanine` = 1 `7-aminomethyl-7-carbaguanine` + 1 `tRNA guanine`"	"2.4.2.29"	"kegg:R10209"	"NA"	"MNX"
"MNXR113590"	298	"1 `tRNA(Ala) adenine` + 1 `H2O` = 1 `tRNA(Ala) hypoxanthine` + 1 `NH4(+)`"	"3.5.4.34"	"kegg:R10231"	"NA"	"MNX"
"MNXR113913"	321	"1 `7-[(3S)-(3-Amino-3-carboxypropyl)]wyosine in tRNA(Phe)` + 1 `S-adenosyl-L-methionine` = 1 `7-[(3S)-3-Amino-3-(methoxycarbonyl)propyl]wyosine in tRNA(Phe)` + 1 `S-adenosyl-L-homocysteine`"	"2.1.1.290"	"kegg:R10586"	"NA"	"MNX"
"MNXR113914"	321	"1 `CO2` + 1 `7-[(3S)-3-Amino-3-(methoxycarbonyl)propyl]wyosine in tRNA(Phe)` + 1 `S-adenosyl-L-methionine` = 1 `Wybutosine in tRNA(Phe)` + 1 `S-adenosyl-L-homocysteine`"	"2.3.1.231"	"kegg:R10587"	"NA"	"MNX"
"MNXR113957"	332	"1 `2''-O-acetyl-ADP-D-ribose` + 1 `nicotinamide` + 1 `Histone-L-lysine` = 1 `H2O` + 1 `Acetylhistone` + 1 `NAD(+)`"	"NA"	"kegg:R10633"	"NA"	"MNX"
"MNXR113969"	332	"1 `L-threonylcarbamoyladenylate` + 1 `tRNA adenine` = 1 `AMP` + 1 `N6-L-Threonylcarbamoyladenine in tRNA`"	"2.3.1.234"	"kegg:R10648"	"NA"	"MNX"
"MNXR108928"	332	"1 `H(+)` + 1 `4-carboxylatomethylenebut-2-en-4-olide` + 1 `chloride` = 1 `(2R)-2-chloro-2,5-dihydro-5-oxofuran-2-acetate`"	"NA"	"kegg:R04500"	"NA"	"MNX"
"MNXR105370"	332	"1 `H2O` + 1 `7,8-dihydroneopterin 3'-triphosphate` = 1 `2,5-diamino-6-(5-triphosphoryl-3,4-trihydroxy-2-oxopentyl)amino-4-oxopyrimidine`"	"3.5.4.16"	"kegg:R04639"	"NA"	"MNX"
"MNXR96214"	332	"1 `Bathorhodopsin` = 1 `Lumirhodopsin`"	"NA"	"kegg:R05041"	"NA"	"MNX"
"MNXR105383"	332	"1 `2,5-diamino-6-ribosylamino-4(3H)pyrimidinone 5'-triphosphate` = 1 `2,5-diamino-6-(5-triphosphoryl-3,4-trihydroxy-2-oxopentyl)amino-4-oxopyrimidine`"	"3.5.4.16"	"kegg:R05048"	"NA"	"MNX"
"MNXR109602"	332	"1 `CoA` + 1 `Spirodilactone` = 1 `H(+)` + 1 `2-succinylbenzoyl-CoA`"	"NA"	"kegg:R05455"	"NA"	"MNX"
"MNXR109862"	332	"1 `4,21-dehydrogeissoschizine` = 1 `4,21-Dehydrocorynantheine aldehyde`"	"NA"	"kegg:R05824"	"NA"	"MNX"
"MNXR109882"	332	"1 `H(+)` + 1 `Cathenamine` = 1 `4,21-dehydrogeissoschizine`"	"NA"	"kegg:R05846"	"NA"	"MNX"
"MNXR109917"	332	"1 `H(+)` + 1 `Demethylalangiside` = 1 `deacetylipecoside(1+)`"	"NA"	"kegg:R05887"	"NA"	"MNX"
"MNXR109919"	332	"1 `H(+)` + 1 `Demethylisoalangiside` = 1 `deacetylisoipecoside(1+)`"	"NA"	"kegg:R05889"	"NA"	"MNX"
"MNXR110012"	332	"1 `5-hydroxyisourate` + 1 `H2O` = 1 `(R)-(-)-allantoin` + 1 `CO2`"	"NA"	"kegg:R06063"	"NA"	"MNX"
"MNXR110013"	332	"1 `5-hydroxyisourate` + 1 `H2O` = 1 `CO2` + 1 `(S)-allantoin`"	"NA"	"kegg:R06064"	"NA"	"MNX"
"MNXR101252"	332	"1 `Lumirhodopsin` = 1 `Metarhodopsin`"	"NA"	"kegg:R06194"	"NA"	"MNX"
"MNXR110420"	332	"1 `tetrangomycin` = 1 `H2O` + 1 `tetrangulol`"	"NA"	"kegg:R06650"	"NA"	"MNX"
"MNXR110722"	332	"1 `(1R,2S)-naphthalene 1,2-oxide` = 1 `1-naphthol`"	"NA"	"kegg:R07009"	"NA"	"MNX"
"MNXR110723"	332	"1 `(1S,2R)-Naphthalene 1,2-oxide` = 1 `1-naphthol`"	"NA"	"kegg:R07010"	"NA"	"MNX"
"MNXR110724"	332	"1 `(1R,2S)-naphthalene 1,2-oxide` = 1 `2-naphthol`"	"NA"	"kegg:R07011"	"NA"	"MNX"
"MNXR110725"	332	"1 `(1S,2R)-Naphthalene 1,2-oxide` = 1 `2-naphthol`"	"NA"	"kegg:R07012"	"NA"	"MNX"
"MNXR111054"	332	"1 `3-amino-2-oxopropyl phosphate` + 1 `CO2` = 1 `H(+)` + 1 `(2S)-2-amino-3-oxo-4-(phosphonooxy)butanoate`"	"1.1.1.262"	"kegg:R07406"	"RXN-8447"	"MNX"
"MNXR111603"	332	"4 `4-hydroxylamino-2,6-dinitrotoluene` + 1 `O2` = 4 `H2O` + 2 `2,2',6,6'-tetranitro-4,4'-azoxytoluene`"	"NA"	"kegg:R08020"	"NA"	"MNX"
"MNXR111834"	332	"1 `H(+)` + 1 `phosphoramide mustard` + 1 `acrolein` = 1 `Aldophosphamide`"	"NA"	"kegg:R08279"	"NA"	"MNX"
"MNXR111844"	332	"1 `H(+)` + 1 `Isophosphamide mustard` + 1 `acrolein` = 1 `Aldoifosfamide`"	"NA"	"kegg:R08289"	"NA"	"MNX"
"MNXR111909"	332	"1 `trypanothione` + 1 `Tryparedoxin disulfide` = 2 `H(+)` + 1 `trypanothione disulfide(1+)` + 1 `Tryparedoxin`"	"NA"	"kegg:R08361"	"NA"	"MNX"
"MNXR111918"	332	"1 `an aldehyde` + 1 `glycerol` = 1 `a 1-(1-hydroxyalkyl)-sn-glycerol`"	"NA"	"kegg:R08372"	"NA"	"MNX"
"MNXR112157"	332	"1 `2-aminobut-2-enoate` + 1 `H2O` = 1 `NH4(+)` + 1 `2-oxobutanoate`"	"NA"	"kegg:R08637"	"NA"	"MNX"
"MNXR112262"	332	"1 `AH2` + 1 `2-aminophenoxazin-3-one` = 2 `6-iminocyclohexa-2,4-dienone` + 1 `Oxidized donor`"	"1.10.3.4"	"kegg:R08763"	"NA"	"MNX"
"MNXR112327"	332	"1 `H(+)` + 1 `leukoaminochrome` = 1 `dopaminoquinone`"	"NA"	"kegg:R08833"	"NA"	"MNX"
"MNXR112328"	332	"1 `2-Descarboxy-betanidin` + 1 `H2O` = 1 `H(+)` + 1 `betalamic acid` + 1 `leukoaminochrome`"	"NA"	"kegg:R08834"	"NA"	"MNX"
"MNXR112579"	332	"1 `CO` = 1 `trichloroepoxyethane`"	"NA"	"kegg:R09142"	"NA"	"MNX"
"MNXR112580"	332	"1 `H(+)` + 1 `dichloroacetate` = 1 `trichloroepoxyethane`"	"NA"	"kegg:R09143"	"NA"	"MNX"
"MNXR112581"	332	"1 `H(+)` + 1 `glyoxylate` = 1 `trichloroepoxyethane`"	"NA"	"kegg:R09144"	"NA"	"MNX"
"MNXR112582"	332	"1 `H(+)` + 1 `formate` = 1 `trichloroepoxyethane`"	"NA"	"kegg:R09145"	"NA"	"MNX"
"MNXR112586"	332	"2 `H(+)` + 1 `trichloroacetaldehyde` = 1 `2,2,2-trichloroethanol`"	"1.1.-.-"	"kegg:R09149"	"NA"	"MNX"
"MNXR112709"	332	"1 `2-oxo-2H-pyran-4,6-dicarboxylate` + 1 `methanol` = 1 `4-Carboxy-2-hydroxy-6-methoxy-6-oxohexa-2,4-dienoate`"	"NA"	"kegg:R09274"	"NA"	"MNX"
"MNXR112796"	332	"1 `glutathione disulfide` + 1 `glutathioselenol` = 1 `glutathione` + 1 `selenodiglutathione`"	"NA"	"kegg:R09368"	"NA"	"MNX"
"MNXR112820"	332	"1 `(4R)-7-Hydroxy-4-isopropenyl-7-methyl-2-oxo-oxepanone` = 1 `H(+)` + 1 `(3R)-3-isopropenyl-6-oxoheptanoate`"	"1.14.13.105"	"kegg:R09392"	"NA"	"MNX"
"MNXR112855"	332	"1 `4-(Nitrosoamino)-1-(3-pyridinyl)-1-butanone` + 1 `formaldehyde` = 1 `4-[(Hydroxymethyl)nitrosoamino]-1-(3-pyridinyl)-1-butanone`"	"NA"	"kegg:R09431"	"NA"	"MNX"
"MNXR112856"	332	"1 `alpha-[3-(Nitrosoamino)propyl]-3-pyridinemethanol` + 1 `formaldehyde` = 1 `alpha-[3-[(Hydroxymethyl)nitrosoamino]propyl]-3-pyridinemethanol`"	"NA"	"kegg:R09432"	"NA"	"MNX"
"MNXR112857"	332	"1 `4-Hydroxy-4-(methylnitrosoamino)-1-(3-pyridinyl)-1-butanone` = 1 `4-oxo-4-(pyridin-3-yl)butanal` + 1 `N-nitrosomethanamine`"	"NA"	"kegg:R09433"	"NA"	"MNX"
"MNXR112858"	332	"1 `5-(3-Pyridyl)-2-hydroxytetrahydrofuran` + 1 `N-nitrosomethanamine` = 1 `1-(Methylnitrosoamino)-4-(3-pyridinyl)-1,4-butanediol`"	"NA"	"kegg:R09434"	"NA"	"MNX"
"MNXR106501"	332	"1 `diphosphate` + 1 `AMP` + (n+m) `deoxyribonucleic acid` = 1 `ATP` + (n) `deoxyribonucleic acid` + (m) `5'-Phospho-DNA`"	"6.5.1.1;6.5.1.6;6.5.1.7"	"kegg:R00381"	"NA"	"MNX"
"MNXR106502"	332	"1 `AMP` + 1 `beta-nicotinamide D-ribonucleotide` + (n+m) `deoxyribonucleic acid` = (n) `deoxyribonucleic acid` + 1 `NAD(+)` + (m) `5'-Phospho-DNA`"	"6.5.1.2;6.5.1.6"	"kegg:R00382"	"NA"	"MNX"
"MNXR107801"	229	"1 `beta-cellobiose` + (n-2) `D-glucose` = (n-2) `H2O` + 1 `cellodextrin`"	"3.2.1.21;3.2.1.74"	"kegg:R02887"	"NA"	"MNX"
"MNXR108754"	324	"(n) `tetrahydrofolyl-poly(glutamic acid) macromolecule` + 1 `ATP` + 1 `L-glutamate` = (n+1) `tetrahydrofolyl-poly(glutamic acid) macromolecule` + 1 `ADP` + 1 `phosphate`"	"6.3.2.17"	"kegg:R04241"	"NA"	"MNX"
"MNXR109678"	330	"(n) `diphosphate` + 1 `dehydrodolichyl diphosphate` = 1 `(2E,6E)-farnesyl diphosphate` + (n) `isopentenyl diphosphate`"	"2.5.1.87"	"kegg:R05556"	"NA"	"MNX"
"MNXR110064"	329	"(n+1) `oligoglycosylglucose` + 1 `H2O` = (n) `oligoglycosylglucose` + 1 `alpha-D-glucose`"	"3.2.1.10;3.2.1.3"	"kegg:R06199"	"NA"	"MNX"
"MNXR110086"	7	"1 `4-(4-deoxy-alpha-D-gluc-4-enuronosyl)-D-galacturonate` + (n) `Pectate` = (n+2) `Pectate`"	"4.2.2.2;4.2.2.9"	"kegg:R06240"	"NA"	"MNX"
"MNXR107996"	309	"1 `lipid` + 1 `glutathione disulfide` + 2 `H2O` = 1 `a hydroperoxy polyunsaturated fatty acid` + 2 `glutathione`"	"1.11.1.12"	"kegg:R03167"	"NA"	"MNX"
"MNXR108958"	322	"1 `CoA` + 1 `3alpha,7alpha-dihydroxy-5beta-cholestanoyl-CoA` = 1 `chenodeoxycholoyl-CoA` + 1 `propanoyl-CoA`"	"2.3.1.16"	"kegg:R04546"	"NA"	"MNX"
"MNXR114006"	143	"1 `L-histidine` + 1 `pyridoxal 5'-phosphate` = 1 `4-amino-2-methyl-5-(phosphooxymethyl)pyrimidine`"	"NA"	"kegg:R10686"	"NA"	"MNX"
"MNXR96435"	105	"1 `Ca(2+)` + 1 `H2O` + 1 `ATP` = 1 `H(+)` + 1 `Ca(2+)` + 1 `ADP` + 1 `phosphate`"	"3.6.3;3.6.3.8"	"NA"	"3.6.3.8-RXN"	"MNX"
"MNXR106816"	252	"2 `H(+)` + 1 `dethiobiotin` + 2 `S-adenosyl-L-methionine` + 1 `Sulfur donor` + 2 `e(-)` = 1 `biotin` + 2 `5'-deoxyadenosine` + 2 `L-methionine`"	"2.8.1.6"	"kegg:R01078"	"NA"	"MNX"
"MNXR101750"	328	"1 `NADH` + 1 `5,10-methenyltetrahydrofolate` = 1 `(6R)-5,10-methylenetetrahydrofolate` + 1 `NAD(+)`"	"1.5.1.15"	"kegg:R01218"	"NA"	"MNX"
"MNXR102303"	322	"1 `L-proline` + 1 `NAD(+)` = 2 `H(+)` + 1 `NADH` + 1 `1-pyrroline-5-carboxylate`"	"1.5.1.2;1.5.99.8"	"kegg:R01248"	"NA"	"MNX"
"MNXR102302"	322	"1 `L-proline` + 1 `NADP(+)` = 2 `H(+)` + 1 `1-pyrroline-5-carboxylate` + 1 `NADPH`"	"1.5.1.2"	"kegg:R01251"	"NA"	"MNX"
"MNXR96545"	307	"1 `myo-inositol` + 1 `a CDP-1,2-diacyl-sn-glycerol` = 1 `H(+)` + 1 `CMP` + 1 `a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol)`"	"2.7.8.11"	"kegg:R01802"	"NA"	"MNX"
"MNXR100722"	329	"1 `H(+)` + 1 `NADH` + 1 `estrone` = 1 `17beta-estradiol` + 1 `NAD(+)`"	"1.1.1.51;1.1.1.62"	"kegg:R02352"	"NA"	"MNX"
"MNXR100715"	329	"1 `H(+)` + 1 `estrone` + 1 `NADPH` = 1 `17beta-estradiol` + 1 `NADP(+)`"	"1.1.1.51;1.1.1.62"	"kegg:R02353"	"NA"	"MNX"
"MNXR94889"	278	"1 `cis,cis-2-amino-3-(3-oxoprop-1-enyl)but-2-enedioate` = 1 `3-hydroxyanthranilate` + 1 `O2`"	"1.13.11.6"	"kegg:R02665"	"NA"	"MNX"
"MNXR107656"	309	"1 `S-adenosyl-L-methionine` + 1 `3-hydroxyanthranilate` = 1 `H(+)` + 1 `3-methoxyanthranilate` + 1 `S-adenosyl-L-homocysteine`"	"2.1.1.-"	"kegg:R02671"	"NA"	"MNX"
"MNXR107707"	283	"1 `1-acyl-sn-glycero-3-phosphate` + 1 `NADP(+)` = 1 `H(+)` + 1 `NADPH` + 1 `acylglycerone phosphate`"	"1.1.1.101"	"kegg:R02756"	"NA"	"MNX"
"MNXR100698"	322	"2 `H(+)` + 1 `NADH` + 1 `(3R,5S)-1-pyrroline-3-hydroxy-5-carboxylate` = 1 `NAD(+)` + 1 `trans-4-hydroxy-L-proline`"	"1.5.1.12;1.5.1.2"	"kegg:R03291"	"NA"	"MNX"
"MNXR100699"	322	"2 `H(+)` + 1 `(3R,5S)-1-pyrroline-3-hydroxy-5-carboxylate` + 1 `NADPH` = 1 `NADP(+)` + 1 `trans-4-hydroxy-L-proline`"	"1.5.1.12;1.5.1.2"	"kegg:R03293"	"NA"	"MNX"
"MNXR108257"	69	"1 `3-methylcatechol` + 1 `H2O` + 1 `NADP(+)` = 1 `H(+)` + 1 `3-phenylphenol` + 1 `O2` + 1 `NADPH`"	"1.14.13.7"	"kegg:R03566"	"NA"	"MNX"
"MNXR108440"	326	"1 `S-adenosyl-L-methionine` + 1 `G(5')pppR-RNA` = 1 `S-adenosyl-L-homocysteine` + 1 `m7G(5')pppR-RNA`"	"2.1.1.56"	"kegg:R03805"	"NA"	"MNX"
"MNXR108553"	309	"1 `S-adenosyl-L-methionine` + 1 `xanthurenic acid` = 1 `H(+)` + 1 `4-hydroxy-8-methoxyquinaldic acid` + 1 `S-adenosyl-L-homocysteine`"	"2.1.1.-"	"kegg:R03955"	"NA"	"MNX"
"MNXR109041"	329	"1 `H(+)` + 1 `NADH` + 1 `16alpha-hydroxyestrone` = 1 `estriol` + 1 `NAD(+)`"	"1.1.1.62"	"kegg:R04681"	"NA"	"MNX"
"MNXR109042"	329	"1 `H(+)` + 1 `16alpha-hydroxyestrone` + 1 `NADPH` = 1 `estriol` + 1 `NADP(+)`"	"1.1.1.62"	"kegg:R04682"	"NA"	"MNX"
"MNXR109096"	290	"1 `(3Z,6Z)-dodecadienoyl-CoA` = 1 `(2-trans,6-cis)-dodeca-2,6-dienoyl-CoA`"	"5.3.3.8"	"kegg:R04756"	"NA"	"MNX"
"MNXR109236"	309	"1 `L-adenosylselenomethionine` + 1 `R` = 1 `L-adenosylselenohomocysteine` + 1 `CH3-R`"	"2.1.1.-"	"kegg:R04939"	"NA"	"MNX"
"MNXR109268"	321	"1 `H2O` + 1 `2-hexaprenyl-6-methoxy-1,4-benzoquinone` = 1 `O2` + 1 `2-methoxy-6-(all-trans-hexaprenyl)phenol`"	"1.14.13.-"	"kegg:R04982"	"NA"	"MNX"
"MNXR110401"	189	"1 `H2O` + 1 `G00144` = 1 `6-(alpha-D-glucosaminyl)-1D-myo-inositol` + 1 `a 1,2-diacyl-sn-glycero-3-phosphate`"	"3.1.4.50"	"kegg:R06623"	"NA"	"MNX"
"MNXR111055"	111	"2 `oxidized ferredoxin` + 2 `H2O` + 1 `betaine aldehyde` = 2 `H(+)` + 2 `reduced ferredoxin` + 1 `O2` + 1 `choline`"	"1.14.15.7"	"kegg:R07409"	"NA"	"MNX"
"MNXR103466"	255	"1 `3-hydroxyoctadecanoyl-CoA` = 1 `H2O` + 1 `(2E)-octadecenoyl-CoA`"	"4.2.1.134"	"kegg:R07760"	"NA"	"MNX"
"MNXR111354"	307	"1 `H(+)` + 1 `Protein N6-(octanoyl)lysine` + 1 `holo-[acyl-carrier protein]` = 1 `apoprotein` + 1 `octanoyl-[acyl-carrier protein]`"	"2.3.1.181"	"kegg:R07766"	"NA"	"MNX"
