"ID"	"NAME"	"EQUATION"	"EC.NUMBER"	"GENE.ASSOCIATION"	"LOWER.BOUND"	"UPPER.BOUND"	"OBJECTIVE"	"COMPARTMENT"	"MIRIAM"	"SUBSYSTEM"	"REPLACEMENT.ID"	"NOTE"	"REFERENCE"	"CONFIDENCE.SCORE"
"RXN-17182"	"3-hydroxy-5-methoxybiphenyl 4-hydroxylase"	"3-hydroxy-5-methoxybiphenyl[s] + oxygen[s] + Red-NADPH-Hemoprotein-Reductases[s] => noraucuparin[s] + Ox-NADPH-Hemoprotein-Reductases[s] + H2O[s]"	"ec-code/1.14.14"	"Aspergillus_nidulans@Seq_9433"	0	1000	NA	NA	""	"aucuparin biosynthesis"	NA	NA	"pubmed/25862456"	2
"RXN-17175"	"phenazine-1-carboxylate 1-monooxygenase"	"phenazine-1-carboxylate[s] + NADH[s] + oxygen[s] + 2 H+[s] <=> CO2[s] + phenazin-1-ol[s] + NAD+[s] + H2O[s]"	"ec-code/1.14.13.218"	"Stagonospora_nodorum@Seq_122"	-1000	1000	NA	NA	""	""	NA	NA	"pubmed/18416536"	2
"RXN-17165"	"2,4-dihydroxy-5-methyl-6-oxohexa-2,4-dienoate isomerase"	"2,4-dihydroxy-5-methyl-6-oxohexa-2,4-dienoate[s] => 4-hydroxy-2-keto-5-methyl-6-oxo-3-hexenoate[s] + H+[s]"	"ec-code/5.3.2"	"Fusarium_graminearum@Seq_10185 or yHMPu5000034671_Blastobotrys_peoriensis@Seq_3262 or Aspergillus_nidulans@Seq_4303 or yHMPu5000041829_Debaryomyces_fabryi@Seq_2915 or Stagonospora_nodorum@Seq_11729 or Spathaspora_hagerdaliae@Seq_480 or Neurospora_crassa@Seq_3608 or Debaryomyces_hansenii@Seq_466"	0	1000	NA	NA	""	"2,4-dinitrotoluene degradation"	NA	NA	""	2
"RXN-17139"	"phenolic lignin dimer peroxidase"	"1-(4-hydroxy-3-methoxyphenyl)-2-(2-methoxyphenoxy)propane-1,3-diol[s] + hydrogen peroxide[s] => guaiacol[s] + glycolaldehyde[s] + vanillin[s] + H2O[s]"	"ec-code/1.11.1.16"	"Stagonospora_nodorum@Seq_9276"	0	1000	NA	NA	"rhea/22397"	""	NA	NA	"pubmed/25649492"	2
"PHENYLALANINE-AMMONIA-LYASE-RXN"	"phenylalanine ammonia lyase;phenylalanine ammonia-lyase"	"L-phenylalanine[s] => ammonium[s] + trans-cinnamate[s]"	"ec-code/4.3.1.25;ec-code/4.3.1.24"	"Botrytis_cinerea@Seq_8731"	0	1000	NA	NA	"rhea/21385;kegg.reaction/R00697;kegg.reaction/R00697"	"rosmarinic acid biosynthesis I;suberin monomers biosynthesis;trans-cinnamoyl-CoA biosynthesis;phenylpropanoid biosynthesis, initial reactions;benzoate biosynthesis II (CoA-independent, non-beta-oxidative);ephedrine biosynthesis"	NA	NA	""	2
"PHENOL-2-MONOOXYGENASE-RXN"	"phenol,NADPH:oxygen oxidoreductase (2-hydroxylating)"	"NADPH[s] + oxygen[s] + phenol[s] + H+[s] => catechol[s] + NADP+[s] + H2O[s]"	"ec-code/1.14.13.7"	"Aspergillus_nidulans@Seq_3394 or Neurospora_crassa@Seq_6441 or Aspergillus_nidulans@Seq_10615 or Neurospora_crassa@Seq_9414 or Sclerotinia_sclerotiorum@Seq_7865 or yHMPu5000034998_Cephaloascus_albidus@Seq_577 or Fusarium_graminearum@Seq_1104"	0	1000	NA	NA	"rhea/17062;kegg.reaction/R00815;kegg.reaction/R00815"	"phenol degradation I (aerobic)"	NA	NA	""	2
"PHENDEHYD-RXN"	"phenylacetaldehyde dehydrogenase"	"NAD+[s] + phenylacetaldehyde[s] + H2O[s] <=> NADH[s] + phenylacetate[s] + 2 H+[s]"	"ec-code/1.2.1.39"	"yHMPu5000035268_Wickerhamomyces_hampshirensis@Seq_4803 or Stagonospora_nodorum@Seq_5750 or yHMPu5000034952_Citeromyces_siamensis@Seq_7735"	-1000	1000	NA	NA	"rhea/21395;kegg.reaction/R02536"	"styrene degradation;phenylethylamine degradation II;L-phenylalanine degradation IV (mammalian, via side chain);phenylethylamine degradation I;L-phenylalanine degradation II (anaerobic)"	NA	NA	""	2
"SS-BUTANEDIOL-DEHYDROGENASE-RXN"	"[(S,S)-2,3-butanediol-forming]-(S)-acetoin reductase;[(S)-acetoin forming]-(S,S)-2,3-butanediol dehydrogenase;(S)-acetoin reductase [(S,S)-2,3-butanediol forming];(S,S)-butanediol dehydrogenase"	"(S,S)-2,3-butanediol[s] + NAD+[s] <=> (S)-acetoin[s] + NADH[s] + H+[s]"	"ec-code/1.1.1.76"	"yHMPu5000035688_Cyberlindnera_xylosilytica@Seq_2645 or yHMPu5000034918_Nakazawaea_holstii@Seq_2751 or Aspergillus_nidulans@Seq_9071 or yHMPu5000034669_Blastobotrys_raffinofermentans@Seq_2298 or yHMPu5000041678_Debaryomyces_prosopidis@Seq_3660"	-1000	1000	NA	NA	"rhea/12187;kegg.reaction/R02344"	"(S,S)-butanediol degradation;(S,S)-butanediol biosynthesis"	NA	NA	""	2
"PEPSYNTH-RXN"	"phosphoenolpyruvate synthetase;pyruvate, water dikinase"	"ATP[s] + pyruvate[s] + H2O[s] <=> AMP[s] + phosphoenolpyruvate[s] + 2 H+[s] + phosphate[s]"	"ec-code/2.7.9.2"	"yHMPu5000034760_Lipomyces_kononenkoae@Seq_3932"	-1000	1000	NA	NA	"rhea/11365;kegg.reaction/R00199"	"glycolysis V (Pyrococcus);gluconeogenesis II (Methanobacterium thermoautotrophicum);gluconeogenesis I;glycolysis I (from glucose 6-phosphate);glycolysis II (from fructose 6-phosphate);reductive TCA cycle I"	NA	NA	""	2
"RXN-17057"	"12,13-epoxytrichothec-9-ene 4-hydroxylase"	"12,13-epoxytrichothec-9-ene[s] + oxygen[s] + Red-NADPH-Hemoprotein-Reductases[s] => trichodermol[s] + Ox-NADPH-Hemoprotein-Reductases[s] + H2O[s]"	"ec-code/1.14.14"	"Fusarium_graminearum@Seq_8792 or Sclerotinia_sclerotiorum@Seq_1961 or Stagonospora_nodorum@Seq_7610 or Aspergillus_nidulans@Seq_7408"	0	1000	NA	NA	""	"harzianum A and trichodermin biosynthesis"	NA	NA	"pubmed/21642405"	2
"RXN-17053"	"3,4,15 triacetylnivalenol C-3 esterase"	"3,4,15-triacetylnivalenol[s] + H2O[s] => acetate[s] + 4,15-diacetylnivalenol[s] + H+[s]"	"ec-code/3.1.1"	"yHMPu5000035244_Candida_incommunis@Seq_230 or Candida_tropicalis@Seq_5215 or yHMPu5000034670_Blastobotrys_proliferans@Seq_26 or yHMPu5000034673_Blastobotrys_nivea@Seq_4546 or yHMPu5000035033_Candida_cretensis@Seq_734 or Candida_dubliniensis@Seq_2972"	0	1000	NA	NA	""	"nivalenol biosynthesis"	NA	NA	"pubmed/22069741"	2
"RXN-17052"	"3,15-diacetylnivalenol 4-acetyltransferase"	"acetyl-CoA[s] + 3,15-diacetylnivalenol[s] => coenzyme A[s] + 3,4,15-triacetylnivalenol[s]"	"ec-code/2.3.1"	"Fusarium_graminearum@Seq_11654"	0	1000	NA	NA	""	"nivalenol biosynthesis"	NA	NA	"pubmed/22069741"	2
"RXN-17051"	"3,15-diacetyldeoxynivalenol 4-hydroxylase"	"3,15-acetyldeoxynivalenol[s] + oxygen[s] + Red-NADPH-Hemoprotein-Reductases[s] => 3,15-diacetylnivalenol[s] + Ox-NADPH-Hemoprotein-Reductases[s] + H2O[s]"	"ec-code/1.14.14"	"Fusarium_graminearum@Seq_1418 or Stagonospora_nodorum@Seq_9499"	0	1000	NA	NA	""	"nivalenol biosynthesis"	NA	NA	"pubmed/22069741"	2
"RXN-17049"	"3,4,15-triacetoxyscirpenol 7,8-dihydroxylase"	"3,4,15-triacetoxyscirpenol[s] + 2 oxygen[s] + 2 Red-NADPH-Hemoprotein-Reductases[s] => 7,8-dihydroxy-3,4,15-triacetoxyscirpenol[s] + 2 Ox-NADPH-Hemoprotein-Reductases[s] + 2 H2O[s]"	"ec-code/1.14.14"	"Fusarium_graminearum@Seq_8050 or Sclerotinia_sclerotiorum@Seq_9528"	0	1000	NA	NA	""	"nivalenol biosynthesis"	NA	NA	"pubmed/22069741"	2
"RXN-17046"	"3,15-acetyldeoxynivalenol C-3 esterase"	"3,15-acetyldeoxynivalenol[s] + H2O[s] => acetate[s] + 15-acetyldeoxynivalenol[s] + H+[s]"	"ec-code/3.1.1"	"yHMPu5000035031_Candida_kruisii@Seq_3332 or yHMPu5000034667_Blastobotrys_serpentis@Seq_3568 or Scheffersomyces_lignosus@Seq_2228 or yHMPu5000034673_Blastobotrys_nivea@Seq_316 or yHMPu5000034669_Blastobotrys_raffinofermentans@Seq_1575 or yHMPu5000034974_Deakozyma_indianensis@Seq_2754 or yHMPu5000034673_Blastobotrys_nivea@Seq_2428"	0	1000	NA	NA	""	"deoxynivalenol biosynthesis"	NA	NA	"pubmed/22069741"	2
"RXN-17043"	"calonectrin 7,8-dihydroxylase"	"calonectrin[s] + 2 oxygen[s] + 2 Red-NADPH-Hemoprotein-Reductases[s] => 7,8-dihydroxycalonectrin[s] + 2 Ox-NADPH-Hemoprotein-Reductases[s] + 2 H2O[s]"	"ec-code/1.14.14"	"Fusarium_graminearum@Seq_8050 or Sclerotinia_sclerotiorum@Seq_9528"	0	1000	NA	NA	""	"deoxynivalenol biosynthesis"	NA	NA	"pubmed/22069741"	2
"RXN-17042"	"3-acetyl T-2 toxin C-3 esterase"	"3-acetyl T-2 toxin[s] + H2O[s] => acetate[s] + T-2 toxin[s] + H+[s]"	"ec-code/3.1.1"	"Metschnikowia_continentalis@Seq_4522 or yHMPu5000034673_Blastobotrys_nivea@Seq_3153 or yHMPu5000034667_Blastobotrys_serpentis@Seq_2373 or yHMPu5000041678_Debaryomyces_prosopidis@Seq_6030 or yHMPu5000034667_Blastobotrys_serpentis@Seq_3106 or yHMPu5000034667_Blastobotrys_serpentis@Seq_1289 or yHMPu5000035033_Candida_cretensis@Seq_478 or yHMPu5000034665_Kodamaea_laetipori@Seq_1095"	0	1000	NA	NA	""	"T-2 toxin biosynthesis"	NA	NA	"pubmed/22069741"	2
"RXN-17039"	"3,15-diacetylscirpenol 4-acetyltransferase"	"acetyl-CoA[s] + 3,15-diacetoxyscirpenol[s] => coenzyme A[s] + 3,4,15-triacetoxyscirpenol[s]"	"ec-code/2.3.1"	"Aspergillus_nidulans@Seq_6205"	0	1000	NA	NA	""	"T-2 toxin biosynthesis"	NA	NA	"pubmed/22069741"	2
"RXN-17038"	"calonectrin 4-hydroxylase"	"calonectrin[s] + oxygen[s] + Red-NADPH-Hemoprotein-Reductases[s] => 3,15-diacetoxyscirpenol[s] + Ox-NADPH-Hemoprotein-Reductases[s] + H2O[s]"	"ec-code/1.14.14"	"Neurospora_crassa@Seq_5346 or Fusarium_graminearum@Seq_12526"	0	1000	NA	NA	""	"T-2 toxin biosynthesis"	NA	NA	"pubmed/22069741"	2
"RXN-17037"	"15-decalonectrin acetyltransferase"	"acetyl-CoA[s] + 15-decalonectrin[s] => coenzyme A[s] + calonectrin[s]"	"ec-code/2.3.1"	"Fusarium_graminearum@Seq_5533"	0	1000	NA	NA	""	"calonectrin biosynthesis"	NA	NA	"pubmed/22069741"	2
"RXN-17036"	"isotrichodermin 15-hydroxylase"	"isotrichodermin[s] + oxygen[s] + Red-NADPH-Hemoprotein-Reductases[s] => 15-decalonectrin[s] + Ox-NADPH-Hemoprotein-Reductases[s] + H2O[s]"	"ec-code/1.14.14"	"Sclerotinia_sclerotiorum@Seq_12503 or Fusarium_graminearum@Seq_7137 or Aspergillus_nidulans@Seq_175 or Aspergillus_nidulans@Seq_6909 or Stagonospora_nodorum@Seq_7341 or Sclerotinia_sclerotiorum@Seq_2026"	0	1000	NA	NA	""	"calonectrin biosynthesis"	NA	NA	"pubmed/22069741"	2
"RXN-17032"	"isotrichodiol 3-hydroxylase"	"isotrichodiol[s] + oxygen[s] + Red-NADPH-Hemoprotein-Reductases[s] => isotrichotriol[s] + Ox-NADPH-Hemoprotein-Reductases[s] + H2O[s]"	"ec-code/1.14.14"	"Coccidioides_immitis@Seq_3721 or Sclerotinia_sclerotiorum@Seq_5064 or Aspergillus_nidulans@Seq_2025 or Arthrobotrys_oligospora@Seq_4906 or Coccidioides_immitis@Seq_5187 or Sclerotinia_sclerotiorum@Seq_8708 or Coccidioides_immitis@Seq_2554 or Aspergillus_nidulans@Seq_7599"	0	1000	NA	NA	""	"calonectrin biosynthesis"	NA	NA	"pubmed/22069741"	2
"RXN-17031"	"12,13-epoxy-9,10-trichoene-2-ol 11-hydroxylase"	"12,13-epoxy-9,10-trichoene-2-ol[s] + oxygen[s] + Red-NADPH-Hemoprotein-Reductases[s] => isotrichodiol[s] + Ox-NADPH-Hemoprotein-Reductases[s] + H2O[s]"	"ec-code/1.14.4"	"Coccidioides_immitis@Seq_3721 or Sclerotinia_sclerotiorum@Seq_5064 or Aspergillus_nidulans@Seq_2025 or Arthrobotrys_oligospora@Seq_4906 or Botrytis_cinerea@Seq_3452 or Coccidioides_immitis@Seq_5187 or Sclerotinia_sclerotiorum@Seq_8708 or Botrytis_cinerea@Seq_4471 or Coccidioides_immitis@Seq_2554 or Aspergillus_nidulans@Seq_7599 or Fusarium_graminearum@Seq_7983"	0	1000	NA	NA	""	"calonectrin biosynthesis"	NA	NA	"pubmed/22069741"	2
"RXN-17030"	"2-hydroxytrichodiene 12,13-epoxidase"	"2-hydroxytrichodiene[s] + oxygen[s] + Red-NADPH-Hemoprotein-Reductases[s] => 12,13-epoxy-9,10-trichoene-2-ol[s] + Ox-NADPH-Hemoprotein-Reductases[s] + H2O[s]"	"ec-code/1.14.14"	"Coccidioides_immitis@Seq_3721 or Sclerotinia_sclerotiorum@Seq_5064 or Aspergillus_nidulans@Seq_2025 or Arthrobotrys_oligospora@Seq_4906 or Botrytis_cinerea@Seq_3452 or Coccidioides_immitis@Seq_5187 or Sclerotinia_sclerotiorum@Seq_8708 or Botrytis_cinerea@Seq_4471 or Coccidioides_immitis@Seq_2554 or Aspergillus_nidulans@Seq_7599 or Fusarium_graminearum@Seq_7983"	0	1000	NA	NA	""	"calonectrin biosynthesis"	NA	NA	"pubmed/22069741"	2
"RXN-17029"	"trichodiene 2-hydroxylase"	"oxygen[s] + Red-NADPH-Hemoprotein-Reductases[s] + trichodiene[s] => 2-hydroxytrichodiene[s] + Ox-NADPH-Hemoprotein-Reductases[s] + H2O[s]"	"ec-code/1.14.14"	"Coccidioides_immitis@Seq_3721 or Sclerotinia_sclerotiorum@Seq_5064 or Aspergillus_nidulans@Seq_2025 or Arthrobotrys_oligospora@Seq_4906 or Botrytis_cinerea@Seq_3452 or Coccidioides_immitis@Seq_5187 or Sclerotinia_sclerotiorum@Seq_8708 or Botrytis_cinerea@Seq_4471 or Coccidioides_immitis@Seq_2554 or Aspergillus_nidulans@Seq_7599 or Fusarium_graminearum@Seq_7983"	0	1000	NA	NA	""	"calonectrin biosynthesis"	NA	NA	"pubmed/22069741"	2
"RXN-17006"	"lyngbyatoxin A monooxygenase"	"lyngbyatoxin A[s] + NADPH[s] + oxygen[s] + H+[s] => lyngbyatoxin C[s] + NADP+[s] + H2O[s]"	"ec-code/1.14.13"	"yHMPu5000041863_Candida_gorgasii@Seq_745"	0	1000	NA	NA	""	"lyngbyatoxin biosynthesis"	NA	NA	""	2
"RXN-17005"	"lyngbyatoxin A monooxygenase"	"lyngbyatoxin A[s] + NADPH[s] + oxygen[s] + H+[s] => lyngbyatoxin B[s] + NADP+[s] + H2O[s]"	"ec-code/1.14.13"	"yHMPu5000041863_Candida_gorgasii@Seq_745"	0	1000	NA	NA	""	"lyngbyatoxin biosynthesis"	NA	NA	""	2
"RXN-17004"	"N-methyl-L-valyl-L-tryptophanol synthase"	"L-methionine[s] + 2 NADPH[s] + 2 H+[s] + L-tryptophan[s] + L-valine[s] => N-methyl-L-valyl-L-tryptophanol[s] + L-homocysteine[s] + 2 NADP+[s] + 2 H2O[s]"	"ec-code/2.3.1"	"Candida_versatilis@Seq_1781"	0	1000	NA	NA	""	"lyngbyatoxin biosynthesis"	NA	NA	""	2
"OXALYL-COA-DECARBOXYLASE-RXN"	"oxalyl-CoA decarboxylase"	"oxalyl-CoA[s] + H+[s] => CO2[s] + formyl-CoA[s]"	"ec-code/4.1.1.8"	"yHMPu5000035673_Candida_orba@Seq_2246 or yHAB155_Kazachstania_spencerorum@Seq_4553"	0	1000	NA	NA	"rhea/19334;kegg.reaction/R01908"	"oxalate degradation VI;oxalate degradation III;oxalate degradation II"	NA	NA	""	2
"SOLDEHYD-RXN"	"4-sulfobenzyl alcohol dehydrogenase"	"4-sulfobenzyl alcohol[s] + NAD+[s] <=> 4-sulfobenzaldehyde[s] + NADH[s] + H+[s]"	"ec-code/1.1.1.257"	"yHMPu5000035665_Middelhovenomyces_tepae@Seq_451 or Coccidioides_immitis@Seq_1960 or Aspergillus_nidulans@Seq_3766"	-1000	1000	NA	NA	"rhea/24415;kegg.reaction/R05271"	"4-toluenesulfonate degradation I"	NA	NA	""	2
"OXALATE-DECARBOXYLASE-RXN"	"oxalate decarboxylase"	"oxalate[s] + H+[s] => CO2[s] + formate[s]"	"ec-code/4.1.1.2"	"Botrytis_cinerea@Seq_2883 or Stagonospora_nodorum@Seq_926"	0	1000	NA	NA	"rhea/16509;kegg.reaction/R00522"	"oxalate degradation V"	NA	NA	""	2
"SERINE-O-ACETTRAN-RXN"	"serine acetyltransferase;serine O-acetyltransferase"	"acetyl-CoA[s] + L-serine[s] => O-acetyl-L-serine[s] + coenzyme A[s]"	"ec-code/2.3.1.30"	"Metschnikowia_hawaiiensis@Seq_586 or Schizosaccharomyces_pombe@Seq_4127"	0	1000	NA	NA	"rhea/24560;kegg.reaction/R00586"	"L-cysteine biosynthesis VII (from S-sulfo-L-cysteine);D-cycloserine biosynthesis;seleno-amino acid biosynthesis (plants);L-cysteine biosynthesis I"	NA	NA	""	2
"SELENOCYSTEINE-LYASE-RXN"	"selenocysteine lyase"	"Donor-H2[s] + L-selenocysteine[s] => Acceptor[s] + L-alanine[s] + 2 H+[s] + selenide[s]"	"ec-code/4.4.1.16"	"Fusarium_graminearum@Seq_9713"	0	1000	NA	NA	"kegg.reaction/R03599;rhea/11632;kegg.reaction/R03598"	""	NA	NA	""	2
"RXN-16950"	"3-hydroxy-5-methylbenzoate 6-hydroxylase"	"3-hydroxy-5-methyl-benzoate[s] + NADH[s] + oxygen[s] + H+[s] => 3-methylgentisate[s] + NAD+[s] + H2O[s]"	"ec-code/1.14.13.24"	"Aspergillus_nidulans@Seq_6521 or yHMPu5000041693_Debaryomyces_nepalensis@Seq_3709 or Sclerotinia_sclerotiorum@Seq_2695 or yHMPu5000035296_Priceomyces_carsonii@Seq_4312"	0	1000	NA	NA	""	"2,5-xylenol and 3,5-xylenol degradation"	NA	NA	"pubmed/4330964"	2
"RXN-16949"	"3-hydroxy-4-methylbenzoate 6-hydroxylase"	"3-hydroxy-4-methyl-benzoate[s] + NADH[s] + oxygen[s] + H+[s] => 4-methylgentisate[s] + NAD+[s] + H2O[s]"	"ec-code/1.14.13.24"	"Aspergillus_nidulans@Seq_6521 or yHMPu5000041693_Debaryomyces_nepalensis@Seq_3709 or Sclerotinia_sclerotiorum@Seq_2695 or yHMPu5000035296_Priceomyces_carsonii@Seq_4312"	0	1000	NA	NA	""	"2,5-xylenol and 3,5-xylenol degradation"	NA	NA	"pubmed/4330964"	2
"RXN-16947"	"4-methylgentisate 1,2-dioxygenase"	"4-methylgentisate[s] + oxygen[s] => (2E)-3-methyl-4,6-dioxohept-2-enedioate[s] + H+[s]"	"ec-code/1.13.11.4"	"yHMPu5000041829_Debaryomyces_fabryi@Seq_2674 or yHMPu5000035665_Middelhovenomyces_tepae@Seq_2164"	0	1000	NA	NA	""	"2,5-xylenol and 3,5-xylenol degradation"	NA	NA	"pubmed/5124802"	2
"RXN-16945"	"3-methylgentisate 1,2-dioxygenase"	"3-methylgentisate[s] + oxygen[s] => (2E)-2-methyl-4,6-dioxohept-2-enedioate[s] + H+[s]"	"ec-code/1.13.11.4"	"yHMPu5000041829_Debaryomyces_fabryi@Seq_2674 or yHMPu5000035665_Middelhovenomyces_tepae@Seq_2164"	0	1000	NA	NA	""	"2,5-xylenol and 3,5-xylenol degradation"	NA	NA	"pubmed/5124802"	2
"RXN-16931"	"dimeric 9-hydroxyrubrofusarin-fuscofusarin dehydrogenase"	"dimeric 9-hydroxyrubrofusarin-fuscofusarin[s] + NAD-P-OR-NOP[s] => aurofusarin[s] + NADH-P-OR-NOP[s] + H+[s]"	"ec-code/1.1.1"	"Fusarium_graminearum@Seq_1702"	0	1000	NA	NA	""	"aurofusarin biosynthesis"	NA	NA	"pubmed/16879655"	2
"RXN-16930"	"fuscofusarin 9'-hydroxylase"	"fuscofusarin[s] + NADH-P-OR-NOP[s] + oxygen[s] + H+[s] => dimeric 9-hydroxyrubrofusarin-fuscofusarin[s] + NAD-P-OR-NOP[s] + H2O[s]"	"ec-code/1.14.13"	"Fusarium_graminearum@Seq_1372 or Fusarium_graminearum@Seq_11445"	0	1000	NA	NA	""	"aurofusarin biosynthesis"	NA	NA	"pubmed/16879655"	2
"RXN-16929"	"dimeric rubrofusarin-9-hydroxyrubrofusarin dehydrogenase"	"dimeric rubrofusarin-9-hydroxyrubrofusarin[s] + NAD-P-OR-NOP[s] => fuscofusarin[s] + NADH-P-OR-NOP[s] + H+[s]"	"ec-code/1.1.1"	"Fusarium_graminearum@Seq_1702"	0	1000	NA	NA	""	"aurofusarin biosynthesis"	NA	NA	"pubmed/16879655"	2
"SALICYLATE-1-MONOOXYGENASE-RXN"	"salicylate monooxygenase;salicylate hydroxylase;salicylate 1-hydroxylase"	"salicylate[s] + NADH[s] + oxygen[s] + 2 H+[s] => CO2[s] + catechol[s] + NAD+[s] + H2O[s]"	"ec-code/1.14.13.1"	"Botrytis_cinerea@Seq_10150 or Stagonospora_nodorum@Seq_1743 or Sclerotinia_sclerotiorum@Seq_13058 or Sclerotinia_sclerotiorum@Seq_11658"	0	1000	NA	NA	"rhea/11005;kegg.reaction/R00818"	"salicylate degradation I"	NA	NA	""	2
"RXN-16928"	"dimeric rubrofusarin 9-hydroxylase"	"dimeric rubrofusarin[s] + NADH-P-OR-NOP[s] + oxygen[s] + H+[s] => dimeric rubrofusarin-9-hydroxyrubrofusarin[s] + NAD-P-OR-NOP[s] + H2O[s]"	"ec-code/1.14.13"	"Fusarium_graminearum@Seq_1372 or Fusarium_graminearum@Seq_11445"	0	1000	NA	NA	""	"aurofusarin biosynthesis"	NA	NA	"pubmed/16879655"	2
"RXN-16927"	"dimeric rubrofusarin synthase"	"2 rubrofusarin[s] + NADH-P-OR-NOP[s] + oxygen[s] + H+[s] => dimeric rubrofusarin[s] + NAD-P-OR-NOP[s] + 2 H2O[s]"	"ec-code/1.14.21;ec-code/1.10.3"	"Fusarium_graminearum@Seq_9183 or Fusarium_graminearum@Seq_8057"	0	1000	NA	NA	""	"aurofusarin biosynthesis"	NA	NA	"pubmed/16879655"	2
"RXN-16926"	"dimeric 9-hydroxyrubrofusarin dehydrogenase"	"dimeric 9-hydroxyrubrofusarin[s] + 2 NAD-P-OR-NOP[s] => aurofusarin[s] + 2 NADH-P-OR-NOP[s] + 2 H+[s]"	"ec-code/1.1.1"	"Fusarium_graminearum@Seq_1702"	0	1000	NA	NA	""	"aurofusarin biosynthesis"	NA	NA	"pubmed/16879655"	2
"OHACYL-COA-DEHYDROG-RXN"	"3-hydroxyacyl-CoA dehydrogenase;(S)-3-hydroxyacyl-CoA:NAD+ oxidoreductase;Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial;3S-hydroxyacyl-CoA dehydrogenase;3-hydroxyacyl-CoA dehydrogenase type-2"	"L-3-HYDROXYACYL-COA[s] + NAD+[s] => 3-KETOACYL-COA[s] + NADH[s] + H+[s]"	"ec-code/1.1.1.35"	"yHMPu5000034761_Lipomyces_lipofer@Seq_2905 or Candida_versatilis@Seq_3576"	0	1000	NA	NA	"rhea/22433;kegg.reaction/R01778"	"fatty acid beta-oxidation VI (peroxisome);fatty acid beta-oxidation II (peroxisome);methyl ketone biosynthesis (engineered);fatty acid beta-oxidation I"	NA	NA	""	2
"RXN-16925"	"dimeric 9-hydroxy-rubrofusarin synthase"	"2 9-hydroxyrubrofusarin[s] + NADH-P-OR-NOP[s] + oxygen[s] + H+[s] => dimeric 9-hydroxyrubrofusarin[s] + NAD-P-OR-NOP[s] + 2 H2O[s]"	"ec-code/1.14.21;ec-code/1.10.3"	"Fusarium_graminearum@Seq_9183 or Fusarium_graminearum@Seq_8057"	0	1000	NA	NA	""	"aurofusarin biosynthesis"	NA	NA	"pubmed/16879655"	2
"RXN-16924"	"rubrofusarin 9-hydroxylase"	"rubrofusarin[s] + NADH-P-OR-NOP[s] + oxygen[s] + H+[s] => 9-hydroxyrubrofusarin[s] + NAD-P-OR-NOP[s] + H2O[s]"	"ec-code/1.14.13"	"Fusarium_graminearum@Seq_1372 or Fusarium_graminearum@Seq_11445"	0	1000	NA	NA	""	"aurofusarin biosynthesis"	NA	NA	"pubmed/16879655"	2
"RXN-16923"	"nor-rubrofusarin O-methyltransferase"	"nor-rubrofusarin[s] + S-ADENOSYLMETHIONINE[s] => S-adenosyl-L-homocysteine[s] + rubrofusarin[s] + H+[s]"	"ec-code/2.1.1"	"Stagonospora_nodorum@Seq_11261 or Neurospora_crassa@Seq_4338 or Fusarium_graminearum@Seq_2661"	0	1000	NA	NA	""	"aurofusarin biosynthesis"	NA	NA	"pubmed/16879655"	2
"RXN-16922"	"YWA1 dehydratase"	"YWA1[s] => nor-rubrofusarin[s] + H2O[s]"	"ec-code/4.2.1"	"Aspergillus_nidulans@Seq_7389"	0	1000	NA	NA	""	"aurofusarin biosynthesis"	NA	NA	"pubmed/21296881"	2
"RXN-16888"	"norbikaverin 8-O-methyltransferase"	"norbikaverin[s] + S-ADENOSYLMETHIONINE[s] => S-adenosyl-L-homocysteine[s] + bikaverin[s]"	"ec-code/2.1.1"	"Fusarium_graminearum@Seq_11338 or Aspergillus_nidulans@Seq_7 or Botrytis_cinerea@Seq_10945"	0	1000	NA	NA	""	"bikaverin biosynthesis"	NA	NA	"pubmed/19400779"	2
"RXN-16887"	"6-hydroxy-norbikaverin 3-O-methyltransferase"	"6-hydroxy-norbikaverin[s] + S-ADENOSYLMETHIONINE[s] => S-adenosyl-L-homocysteine[s] + norbikaverin[s]"	"ec-code/2.1.1"	"Fusarium_graminearum@Seq_11338 or Aspergillus_nidulans@Seq_7 or Botrytis_cinerea@Seq_10945"	0	1000	NA	NA	""	"bikaverin biosynthesis"	NA	NA	"pubmed/19400779"	2
"RXN-16885"	"7,10-diketo-pre-bikaverin 6-hydroxylase"	"7,10-diketo-pre-bikaverin[s] + NADPH[s] + oxygen[s] + H+[s] => 6-hydroxy-norbikaverin[s] + NADP+[s] + H2O[s]"	"ec-code/1.14.13"	"Botrytis_cinerea@Seq_11507"	0	1000	NA	NA	""	"bikaverin biosynthesis"	NA	NA	"pubmed/19400779"	2
"RXN-16884"	"pre-bikaverin 7-hydroxylase"	"pre-bikaverin[s] + NADPH[s] + oxygen[s] + H+[s] => 7-hydroxy-pre-bikaverin[s] + NADP+[s] + H2O[s]"	"ec-code/1.14.13"	"Botrytis_cinerea@Seq_11507"	0	1000	NA	NA	""	"bikaverin biosynthesis"	NA	NA	"pubmed/19400779"	2
