"ID"	"NAME"	"EQUATION"	"EC.NUMBER"	"GENE.ASSOCIATION"	"LOWER.BOUND"	"UPPER.BOUND"	"OBJECTIVE"	"COMPARTMENT"	"MIRIAM"	"SUBSYSTEM"	"REPLACEMENT.ID"	"NOTE"	"REFERENCE"	"CONFIDENCE.SCORE"
"URPHOS-RXN"	"uridine phosphorylase"	"phosphate[s] + uridine[s] <=> alpha-D-ribose-1-phosphate[s] + uracil[s]"	"ec-code/2.4.2.2;ec-code/2.4.2.3"	"Wickerhamiella_domercqiae@Seq_2013"	-1000	1000	NA	NA	"rhea/24391;kegg.reaction/R01876"	"nucleoside and nucleotide degradation (archaea);pyrimidine ribonucleosides degradation"	NA	NA	""	2
"R230-RXN"	"(2R)-3-sulfolactate dehydrogenase;(R)-sulfolactate dehydrogenase"	"(2R)-3-sulfolactate[s] + NAD+[s] <=> 3-sulfopyruvate[s] + NADH[s] + H+[s]"	"ec-code/1.1.1.337"	"Neurospora_crassa@Seq_1783"	-1000	1000	NA	NA	"rhea/15536;kegg.reaction/R07136"	"(R)-cysteate degradation;coenzyme M biosynthesis I"	NA	NA	"pubmed/10850983;pubmed/11451450;pubmed/15758220"	2
"UREASE-RXN"	"urease"	"2 H+[s] + urea[s] + H2O[s] <=> 2 ammonium[s] + CO2[s]"	"ec-code/3.5.1.5"	"Fusarium_graminearum@Seq_2318"	-1000	1000	NA	NA	"kegg.reaction/R00131"	"urea degradation II"	NA	NA	""	2
"R222-RXN"	"aldehyde dehydrogenase;4-trimethylaminobutyraldehyde dehydrogenase;octanal dehydrogenase"	"1-octanal[s] + NAD+[s] + H2O[s] => octanoate[s] + NADH[s] + 2 H+[s]"	"ec-code/1.2.1.3"	"yHMPu5000035268_Wickerhamomyces_hampshirensis@Seq_4803 or yHMPu5000034952_Citeromyces_siamensis@Seq_7735"	0	1000	NA	NA	""	"octane oxidation"	NA	NA	""	2
"URA-PHOSPH-RXN"	"uracil phosphorylase;2'-deoxyuridine phosphorylase"	"2'-deoxyuridine[s] + phosphate[s] <=> 2-deoxy-alpha-D-ribose 1-phosphate[s] + uracil[s]"	"ec-code/2.4.2.3;ec-code/2.4.2.2"	"Wickerhamiella_domercqiae@Seq_2013"	-1000	1000	NA	NA	"rhea/22827;kegg.reaction/R02484"	"pyrimidine deoxyribonucleosides degradation"	NA	NA	""	2
"RXN-17634"	"protein deglycase;a [protein]-L-cysteine-S-1-hydroxypropan-2-one deglycase"	"Protein-Cysteine-Hemithioacetal[s] + H2O[s] => (R)-lactate[s] + PROT-CYS[s] + H+[s]"	"ec-code/3.5.1.124"	"Stagonospora_nodorum@Seq_11484 or yHMPu5000035659_Saturnispora_dispora@Seq_2102"	0	1000	NA	NA	"rhea/49557"	""	NA	NA	""	2
"UGD-RXN"	"UDP-glucose 6-dehydrogenase;UDP-glucose dehydrogenase"	"UDP-alpha-D-glucose[s] + 2 NAD+[s] + H2O[s] => 2 NADH[s] + 3 H+[s] + UDP-alpha-D-glucuronate[s]"	"ec-code/1.1.1.22"	"yHMPu5000035665_Middelhovenomyces_tepae@Seq_3639"	0	1000	NA	NA	"rhea/23597;kegg.reaction/R00286"	"teichuronic acid biosynthesis (B. subtilis 168);UDP-alpha-D-glucuronate biosynthesis (from UDP-glucose)"	NA	NA	""	2
"RXN-17632"	"protein deglycase;L-lysine-N-1-hydroxypropan-2-one deglycase"	"Protein-Lysine-Aminocarbinol[s] + H2O[s] => (R)-lactate[s] + Protein-L-lysine[s]"	"ec-code/3.5.1.124"	"Stagonospora_nodorum@Seq_11484 or yHMPu5000035659_Saturnispora_dispora@Seq_2102"	0	1000	NA	NA	"rhea/49553"	""	NA	NA	""	2
"RXN-17630"	"L-arginine-N-1-hydroxypropan-2-one deglycase;protein deglycase"	"Protein-Arginine-Aminocarbinol[s] + H2O[s] => (R)-lactate[s] + H+[s] + Protein-L-Arginines[s]"	"ec-code/3.5.1.124"	"Stagonospora_nodorum@Seq_11484 or yHMPu5000035659_Saturnispora_dispora@Seq_2102"	0	1000	NA	NA	"rhea/49549"	""	NA	NA	""	2
"RXN-17628"	"indole monooxygenase"	"indole[s] + oxygen[s] + Red-NADPH-Hemoprotein-Reductases[s] => indoxyl[s] + Ox-NADPH-Hemoprotein-Reductases[s] + H2O[s]"	"ec-code/1.14.14"	"Fusarium_graminearum@Seq_3909"	0	1000	NA	NA	""	""	NA	NA	""	2
"RXN-17625"	"acetol monooxygenase"	"acetol[s] + oxygen[s] + Red-NADPH-Hemoprotein-Reductases[s] => 1,1-dihydroxypropan-2-one[s] + Ox-NADPH-Hemoprotein-Reductases[s] + H2O[s]"	""	"Fusarium_graminearum@Seq_3909"	0	1000	NA	NA	""	"acetone degradation I (to methylglyoxal)"	NA	NA	""	2
"R203-RXN"	"nitroglycerin reductase (1,2-dinitroglycerol-forming);nitroglycerin reductase (1,2-dinitroglycerol forming)"	"nitroglycerin[s] + NADH-P-OR-NOP[s] => 1,2-dinitroglycerol[s] + NAD-P-OR-NOP[s] + nitrite[s]"	"ec-code/4.99.1"	"Debaryomyces_hansenii@Seq_2052"	0	1000	NA	NA	""	"nitroglycerin degradation"	NA	NA	""	2
"RXN-17619"	"tert-amyl alcohol desaturase"	"tert-amyl alcohol[s] + NADPH[s] + oxygen[s] + H+[s] => isoprenyl alcohol[s] + NADP+[s] + 2 H2O[s]"	"ec-code/1.14.19.48"	"Fusarium_graminearum@Seq_7333"	0	1000	NA	NA	""	""	NA	NA	"pubmed/22194447"	2
"R201-RXN"	"nitroglycerin reductase (1,3-dinitroglycerol forming);nitroglycerin reductase (1,3-dinitroglycerol-forming)"	"nitroglycerin[s] + NADH-P-OR-NOP[s] => 1,3-dinitroglycerol[s] + NAD-P-OR-NOP[s] + nitrite[s]"	"ec-code/4.99.1"	"Debaryomyces_hansenii@Seq_2052"	0	1000	NA	NA	""	"nitroglycerin degradation"	NA	NA	""	2
"RXN-17610"	"tert-butyl alcohol hydroxylase"	"tert-butyl alcohol[s] + NADPH[s] + oxygen[s] + H+[s] => 2-methylpropane-1,2-diol[s] + NADP+[s] + H2O[s]"	"ec-code/1.14.13.229"	"Fusarium_graminearum@Seq_7333"	0	1000	NA	NA	"rhea/50013"	"methyl tert-butyl ether degradation"	NA	NA	"pubmed/22433853"	2
"UDP-NACMURALA-GLU-LIG-RXN"	"UDP-N-acetylmuramoylalanine--D-glutamate ligase;UDP-N-acetylmuramoyl-L-alaninemdashD-glutamate ligase"	"ATP[s] + UDP-N-acetyl-alpha-D-muramoyl-L-alanine[s] + D-glutamate[s] => ADP[s] + H+[s] + phosphate[s] + UDP-N-acetyl-alpha-D-muramoyl-L-alanyl-D-glutamate[s]"	"ec-code/6.3.2.9"	"Arthrobotrys_oligospora@Seq_3194"	0	1000	NA	NA	"rhea/16430;kegg.reaction/R02783"	"UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing);UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)"	NA	NA	""	2
"RXN-17603"	"2-hydroxy-2-methylpropanal dehydrogenase"	"2-hydroxy-2-methylpropanal[s] + NAD+[s] + H2O[s] => 2-hydroxy-2-methylpropanoate[s] + NADH[s] + 2 H+[s]"	"ec-code/1.2.1.98"	"yHMPu5000034660_Diddensiella_caesifluorescens@Seq_2784"	0	1000	NA	NA	"rhea/49617"	"methyl tert-butyl ether degradation;2-methylpropene degradation"	NA	NA	""	2
"UDP-N-ACETYLGLUCOSAMINE-4-EPIMERASE-RXN"	"UDP-N-acetylglucosamine C4-epimerase;UDP-N-acetylgalactosamine 4-epimerase;UDP-N-acetylglucosamine 4-epimerase;UDP-N-acetylglucosamine 4'-epimerase;UDP-N-acetyl-glucosamine 4-epimerase"	"UDP-N-acetyl-alpha-D-glucosamine[s] <=> UDP-N-acetyl-alpha-D-galactosamine[s]"	"ec-code/5.1.3.7"	"yHAB158_Kazachstania_viticola@Seq_4314 or Fusarium_graminearum@Seq_1212"	-1000	1000	NA	NA	"rhea/20520;kegg.reaction/R00418"	"teichuronic acid biosynthesis (B. subtilis 168);UDP-N-acetyl-D-galactosamine biosynthesis I;UDP-N-acetyl-D-galactosamine biosynthesis II"	NA	NA	""	2
"UDP-GLUCURONATE-DECARBOXYLASE-RXN"	"UDP-glucuronate decarboxylase;UDP-D-xylose synthase;UDP-xylose synthase"	"H+[s] + UDP-alpha-D-glucuronate[s] => CO2[s] + UDP-alpha-D-xylose[s]"	"ec-code/4.1.1.35"	"yHMPu5000041822_Dipodascus_geniculatus@Seq_2593"	0	1000	NA	NA	"rhea/23917;kegg.reaction/R01384"	"UDP-alpha-D-xylose biosynthesis"	NA	NA	""	2
"UDP-GLUCURONATE-4-EPIMERASE-RXN"	"UDP-glucuronate 4-epimerase;UDP-D-glucuronic acid 4-epimerase"	"UDP-alpha-D-glucuronate[s] <=> UDP-alpha-D-galacturonate[s]"	"ec-code/5.1.3.6"	"Fusarium_graminearum@Seq_3446"	-1000	1000	NA	NA	"rhea/11407;kegg.reaction/R01385"	"L-ascorbate biosynthesis V;UDP-alpha-D-galacturonate biosynthesis I (from UDP-D-glucuronate)"	NA	NA	""	2
"RXN-17572"	"methyl acetate hydrolase"	"methyl acetate[s] + H2O[s] => acetate[s] + methanol[s] + H+[s]"	"ec-code/3.1.1.M3"	"yHMPu5000041829_Debaryomyces_fabryi@Seq_2573"	0	1000	NA	NA	""	"propane degradation I"	NA	NA	""	2
"RXN-17571"	"isopropanol dehydrogenase;propan-2-ol dehydrogenase"	"propan-2-ol[s] + NAD+[s] <=> acetone[s] + NADH[s] + H+[s]"	"ec-code/1.1.1.M22"	"yHMPu5000034946_Ambrosiozyma_oregonensis@Seq_2829 or Ambrosiozyma_monospora@Seq_4915 or yHMPu5000034631_Martiniozyma_abiesophila@Seq_692 or yHMPu5000034947_Ambrosiozyma_philentoma@Seq_6194 or yHMPu5000034947_Ambrosiozyma_philentoma@Seq_6650 or yHMPu5000034947_Ambrosiozyma_philentoma@Seq_5048 or yHMPu5000034631_Martiniozyma_abiesophila@Seq_9941 or Ambrosiozyma_monospora@Seq_6577 or yHMPu5000026145_Ambrosiozyma_vanderkliftii@Seq_5201"	-1000	1000	NA	NA	""	"propane degradation II;propane degradation I"	NA	NA	""	2
"RXN-17567"	"acetone monooxygenase"	"acetone[s] + NADPH[s] + oxygen[s] + H+[s] => methyl acetate[s] + NADP+[s] + H2O[s]"	"ec-code/1.14.13.226"	"Aspergillus_nidulans@Seq_1752"	0	1000	NA	NA	"rhea/49989"	"propane degradation I"	NA	NA	"pubmed/17071761"	2
"RXN-17555"	"gamma-resorcylate decarboxylase"	"gamma-resorcylate[s] + H+[s] <=> CO2[s] + resorcinol[s]"	"ec-code/4.1.1.103"	"Sclerotinia_sclerotiorum@Seq_3655"	-1000	1000	NA	NA	"rhea/49467"	"gamma-resorcylate degradation I;gamma-resorcylate degradation II"	NA	NA	""	2
"R-2-METHYLMALATE-DEHYDRATASE-RXN"	"(R)-2-methylmalate hydro-lyase (2-methylmaleate-forming)"	"(R)-citramalate[s] <=> citraconate[s] + H2O[s]"	"ec-code/4.2.1.35"	"yHMPu5000034952_Citeromyces_siamensis@Seq_6028"	-1000	1000	NA	NA	"rhea/22332;kegg.reaction/R03896"	"2,5-xylenol and 3,5-xylenol degradation;L-isoleucine biosynthesis II"	NA	NA	""	2
"TRYPSYN-RXN"	"tryptophan synthase"	"(1S,2R)-1-C-(indol-3-yl)glycerol 3-phosphate[s] + L-serine[s] => D-glyceraldehyde 3-phosphate[s] + L-tryptophan[s] + H2O[s]"	"ec-code/4.2.1.20"	"yHMPu5000034952_Citeromyces_siamensis@Seq_6820 or Komagataella_pastoris@Seq_4201 or yHMPu5000026142_Citeromyces_matritensis@Seq_4089 or Metschnikowia_borealis@Seq_5565"	0	1000	NA	NA	"rhea/10533;kegg.reaction/R02722"	""	NA	NA	""	2
"QUERCETIN-23-DIOXYGENASE-RXN"	"quercetin 2,3-dioxygenase"	"quercetin[s] + oxygen[s] => 2-protocatechuoylphloroglucinolcarboxylate[s] + carbon monoxide[s]"	"ec-code/1.13.11.24"	"Aspergillus_nidulans@Seq_6967 or yHMPu5000034669_Blastobotrys_raffinofermentans@Seq_6197"	0	1000	NA	NA	"rhea/15381;kegg.reaction/R02156"	"rutin degradation"	NA	NA	""	2
"RXN-17525"	"4-methyl-2-oxopentanoate reductase (NADPH)"	"4-methyl-2-oxopentanoate[s] + NADPH[s] + H+[s] => (R)-2-hydroxy-4-methylpentanoate[s] + NADP+[s]"	"ec-code/1.1.1.272"	"yHMPu5000034748_Lipomyces_oligophaga@Seq_2816 or yHMPu5000034742_Lipomyces_suomiensis@Seq_1513 or Fusarium_graminearum@Seq_6812 or yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_7194 or yHMPu5000034661_Dipodascus_albidus@Seq_5438 or yHMPu5000034604_Sporopachydermia_lactativora@Seq_5481 or yHMPu5000034758_Lipomyces_japonicus@Seq_1208"	0	1000	NA	NA	""	""	NA	NA	""	2
"TRIMETHYLLYSINE-DIOXYGENASE-RXN"	"epsilon-N-trimethyllysine hydroxylase;trimethyllysine dioxygenase"	"2-oxoglutarate[s] + N6,N6,N6-trimethyl-L-lysine[s] + oxygen[s] => 3-hydroxy-N6,N6,N6-trimethyl-L-lysine[s] + CO2[s] + succinate[s]"	"ec-code/1.14.11.8"	"yHMPu5000034761_Lipomyces_lipofer@Seq_6191"	0	1000	NA	NA	"rhea/14182;kegg.reaction/R03451"	"L-carnitine biosynthesis"	NA	NA	""	2
"TRICHODIENE-SYNTHASE-RXN"	"trichodiene synthase"	"(2E,6E)-farnesyl diphosphate[s] => diphosphate[s] + trichodiene[s]"	"ec-code/4.2.3.6"	"Fusarium_graminearum@Seq_7498"	0	1000	NA	NA	"rhea/12053;kegg.reaction/R02306"	"calonectrin biosynthesis"	NA	NA	""	2
"PYRNUTRANSHYDROGEN-RXN"	"NAD(P) transhydrogenase;pyridine nucleotide transhydrogenase"	"NAD+[s] + NADPH[s] => NADH[s] + NADP+[s]"	"ec-code/1.6.1.2;ec-code/1.6.1.3;ec-code/1.6.1.1"	"Aspergillus_nidulans@Seq_4806 or Stagonospora_nodorum@Seq_6810"	0	1000	NA	NA	"rhea/11692;rhea/11692;kegg.reaction/R00112"	"NAD/NADH phosphorylation and dephosphorylation"	NA	NA	""	2
"TRANS-RXN0-277"	"NAD(P) transhydrogenase;pyridine nucleotide transhydrogenase"	"NADH[s] + NADP+[s] => NAD+[s] + NADPH[s]"	"ec-code/7.1.1.1"	"Aspergillus_nidulans@Seq_4806 or Stagonospora_nodorum@Seq_6810"	0	1000	NA	NA	"rhea/47994"	"NAD phosphorylation and dephosphorylation;NAD phosphorylation and transhydrogenation"	NA	NA	""	2
"PUTTRANSAM-RXN"	"putrescine aminotransferase"	"2-oxoglutarate[s] + putrescine[s] => 4-aminobutanal[s] + L-glutamate[s]"	""	"Schizosaccharomyces_pombe@Seq_5122"	0	1000	NA	NA	"rhea/23817;kegg.reaction/R01155"	"putrescine degradation I"	NA	NA	""	2
"PSERTRANSAMPYR-RXN"	"phosphoserine aminotransferase;phosphohydroxythreonine aminotransferase"	"(3R)-3-hydroxy-2-oxo-4 phosphooxybutanoate[s] + L-glutamate[s] <=> 2-oxoglutarate[s] + 4-phosphooxy-L-threonine[s]"	"ec-code/2.6.1.52"	"yHMPu5000034671_Blastobotrys_peoriensis@Seq_6001"	-1000	1000	NA	NA	"rhea/16576;kegg.reaction/R05085"	"pyridoxal 5'-phosphate biosynthesis I"	NA	NA	""	2
"TIGLYLCOA-HYDROXY-RXN"	"2-methyl-3-hydroxybutyryl-CoA hydro-lyase;tiglyl-CoA hydrase"	"(2S,3S)-3-hydroxy-2-methylbutanoyl-CoA[s] <=> (E)-2-methylcrotonoyl-CoA[s] + H2O[s]"	"ec-code/4.2.1.17"	"yHMPu5000034661_Dipodascus_albidus@Seq_3608 or Babjeviella_inositovora@Seq_4263"	-1000	1000	NA	NA	"rhea/31122;kegg.reaction/R04204"	"fermentation to 2-methylbutanoate;L-isoleucine degradation I"	NA	NA	"pubmed/[WIT98]"	2
"THYM-PHOSPH-RXN"	"thymidine phosphorylase"	"phosphate[s] + thymidine[s] <=> 2-deoxy-alpha-D-ribose 1-phosphate[s] + thymine[s]"	"ec-code/2.4.2.2;ec-code/2.4.2.4"	"Wickerhamiella_domercqiae@Seq_2013"	-1000	1000	NA	NA	"rhea/16040;kegg.reaction/R01570"	"pyrimidine deoxyribonucleosides degradation"	NA	NA	""	2
"RXN-17375"	"desmethyl gadusol O-methyltransferase"	"desmethyl gadusol[s] + S-ADENOSYLMETHIONINE[s] => S-adenosyl-L-homocysteine[s] + gadusol[s] + H+[s]"	"ec-code/2.1.1.M22"	"Saitoella_complicata@Seq_2594"	0	1000	NA	NA	""	"gadusol biosynthesis"	NA	NA	""	2
"RXN-17364"	"2-epi-5-epi-valiolone dehydrogenase"	"2-epi-5-epi-valiolone[s] + NAD+[s] => desmethyl gadusol[s] + NADH[s] + H+[s]"	"ec-code/1.1.1.M23"	"Saitoella_complicata@Seq_2594"	0	1000	NA	NA	""	"gadusol biosynthesis"	NA	NA	""	2
"PREPHENATEDEHYDRAT-RXN"	"prephenate dehydratase"	"prephenate[s] + H+[s] <=> CO2[s] + 3-phenyl-2-oxopropanoate[s] + H2O[s]"	"ec-code/4.2.1.51"	"Stagonospora_nodorum@Seq_11969"	-1000	1000	NA	NA	"rhea/21651;kegg.reaction/R01373"	"L-phenylalanine biosynthesis III (cytosolic, plants);L-phenylalanine biosynthesis I"	NA	NA	""	2
"TARTRATE-DEHYDROGENASE-RXN"	"tartrate dehydrogenase;L-tartrate dehydrogenase"	"NAD+[s] + L-tartrate[s] <=> 2-hydroxy-3-oxosuccinate[s] + NADH[s] + H+[s]"	"ec-code/1.1.1.93"	"Fusarium_graminearum@Seq_9858 or Stagonospora_nodorum@Seq_2623"	-1000	1000	NA	NA	"rhea/15212;kegg.reaction/R06180"	""	NA	NA	""	2
"PHOSPHONOACETALDEHYDE-HYDROLASE-RXN"	"phosphonoacetaldehyde hydrolase"	"phosphonoacetaldehyde[s] + H2O[s] <=> acetaldehyde[s] + H+[s] + phosphate[s]"	"ec-code/3.11.1.1"	"Wickerhamia_fluorescens@Seq_2673"	-1000	1000	NA	NA	"rhea/18908;kegg.reaction/R00747"	"2-aminoethylphosphonate degradation I"	NA	NA	""	2
"PHOSPHOLIPASE-C-RXN"	"phosphatidylcholine phosphohydrolase;non-specific phospholipase C4;non-specific phospholipase C5"	"PHOSPHATIDYLCHOLINE[s] + H2O[s] => DIACYLGLYCEROL[s] + phosphocholine[s] + H+[s]"	"ec-code/3.1.4.3"	"yHMPu5000034749_Lipomyces_mesembrius@Seq_5109"	0	1000	NA	NA	"rhea/10605;kegg.reaction/R01312"	"phospholipases"	NA	NA	""	2
"PHOSPHOKETOLASE-RXN"	"xylulose-5-phosphate phosphoketolase;D-xylulose-5-phosphate D-glyceraldehyde-3-phosphate-lyase (adding phosphate acetyl-phosphate-forming);D-xylulose 5-phosphate phosphoketolase"	"phosphate[s] + D-xylulose 5-phosphate[s] => acetyl phosphate[s] + D-glyceraldehyde 3-phosphate[s] + H2O[s]"	"ec-code/4.1.2.9"	"Aspergillus_nidulans@Seq_3670"	0	1000	NA	NA	"rhea/10469;kegg.reaction/R01621"	"Bifidobacterium shunt;heterolactic fermentation"	NA	NA	""	2
"SUCCSEMIALDDEHYDROG-RXN"	"NADP+-dependent succinate-semialdehyde dehydrogenase;succinate semialdehyde dehydrogenase;succinate-semialdehyde dehydrogenase (NADP+)"	"NADP+[s] + succinate semialdehyde[s] + H2O[s] => NADPH[s] + 2 H+[s] + succinate[s]"	"ec-code/1.2.1.79"	"Sugiyamaella_lignohabitans@Seq_6204 or Coccidioides_immitis@Seq_2754 or yHMPu5000034881_Torulaspora_pretoriensis@Seq_1997"	0	1000	NA	NA	"rhea/13214;kegg.reaction/R00714"	"4-hydroxyphenylacetate degradation;nicotine degradation I (pyridine pathway);4-aminobutanoate degradation II;TCA cycle IV (2-oxoglutarate decarboxylase);nicotine degradation II (pyrrolidine pathway)"	NA	NA	""	2
"SUCCINYLDIAMINOPIMTRANS-RXN"	"N-succinyldiaminopimelate-aminotransferase;N-succinyldiaminopimelate aminotransferase"	"2-oxoglutarate[s] + N-succinyl-L,L-2,6-diaminopimelate[s] <=> L-glutamate[s] + N-succinyl-2-amino-6-ketopimelate[s]"	"ec-code/2.6.1.17"	"yHMPu5000034671_Blastobotrys_peoriensis@Seq_6001"	-1000	1000	NA	NA	"rhea/11963;kegg.reaction/R04475"	"L-lysine biosynthesis I"	NA	NA	""	2
"PHOSPHATIDYLCHOLINE-12-MONOOXYGENASE-RXN"	"oleoyl-lipid 12-hydroxylase;oleate 12-hydroxylase;oleoyl-[lipid] 12-hydroxylase"	"1-ACYL-2-OLEOYL-SN-GLYCERO-3-PHOSPHOCHOL[s] + 2 FERROCYTOCHROME-B5[s] + oxygen[s] + 2 H+[s] => CPD-18171[s] + 2 FERRICYTOCHROME-B5[s] + H2O[s]"	"ec-code/1.14.18.4"	"Sclerotinia_sclerotiorum@Seq_1922 or Ascoidea_asiatica@Seq_5152"	0	1000	NA	NA	"rhea/11368;kegg.reaction/R03476"	"ricinoleate biosynthesis"	NA	NA	""	2
"SUCCINATE-SEMIALDEHYDE-DEHYDROGENASE-RXN"	"succinate semialdehyde dehydrogenase, NAD+-dependent;succinate-semialdehyde dehydrogenase (NAD+)"	"NAD+[s] + succinate semialdehyde[s] + H2O[s] => NADH[s] + 2 H+[s] + succinate[s]"	"ec-code/1.2.1.24"	"yHMPu5000034952_Citeromyces_siamensis@Seq_6310 or yHMPu5000035641_Yamadazyma_scolyti@Seq_524"	0	1000	NA	NA	"rhea/13218;kegg.reaction/R00713"	"N-methylpyrrolidone degradation;4-aminobutanoate degradation IV;GABA shunt;4-aminobutanoate degradation I;L-glutamate degradation IV"	NA	NA	""	2
"RXN-17175"	"phenazine-1-carboxylate 1-monooxygenase"	"phenazine-1-carboxylate[s] + NADH[s] + oxygen[s] + 2 H+[s] <=> CO2[s] + phenazin-1-ol[s] + NAD+[s] + H2O[s]"	"ec-code/1.14.13.218"	"Stagonospora_nodorum@Seq_122"	-1000	1000	NA	NA	""	""	NA	NA	"pubmed/18416536"	2
"RXN-17165"	"2,4-dihydroxy-5-methyl-6-oxohexa-2,4-dienoate isomerase"	"2,4-dihydroxy-5-methyl-6-oxohexa-2,4-dienoate[s] => 4-hydroxy-2-keto-5-methyl-6-oxo-3-hexenoate[s] + H+[s]"	"ec-code/5.3.2"	"Fusarium_graminearum@Seq_10185 or yHMPu5000034671_Blastobotrys_peoriensis@Seq_3262 or Stagonospora_nodorum@Seq_11729 or Spathaspora_hagerdaliae@Seq_480 or Neurospora_crassa@Seq_3608"	0	1000	NA	NA	""	"2,4-dinitrotoluene degradation"	NA	NA	""	2
"PHENYLALANINE-AMMONIA-LYASE-RXN"	"phenylalanine ammonia lyase;phenylalanine ammonia-lyase"	"L-phenylalanine[s] => ammonium[s] + trans-cinnamate[s]"	"ec-code/4.3.1.25;ec-code/4.3.1.24"	"Botrytis_cinerea@Seq_8731"	0	1000	NA	NA	"rhea/21385;kegg.reaction/R00697;kegg.reaction/R00697"	"rosmarinic acid biosynthesis I;suberin monomers biosynthesis;trans-cinnamoyl-CoA biosynthesis;phenylpropanoid biosynthesis, initial reactions;benzoate biosynthesis II (CoA-independent, non-beta-oxidative);ephedrine biosynthesis"	NA	NA	""	2
"PHENOL-2-MONOOXYGENASE-RXN"	"phenol,NADPH:oxygen oxidoreductase (2-hydroxylating)"	"NADPH[s] + oxygen[s] + phenol[s] + H+[s] => catechol[s] + NADP+[s] + H2O[s]"	"ec-code/1.14.13.7"	"yHMPu5000034998_Cephaloascus_albidus@Seq_577"	0	1000	NA	NA	"rhea/17062;kegg.reaction/R00815;kegg.reaction/R00815"	"phenol degradation I (aerobic)"	NA	NA	""	2
"PHENDEHYD-RXN"	"phenylacetaldehyde dehydrogenase"	"NAD+[s] + phenylacetaldehyde[s] + H2O[s] <=> NADH[s] + phenylacetate[s] + 2 H+[s]"	"ec-code/1.2.1.39"	"yHMPu5000035268_Wickerhamomyces_hampshirensis@Seq_4803 or Stagonospora_nodorum@Seq_5750 or yHMPu5000034952_Citeromyces_siamensis@Seq_7735"	-1000	1000	NA	NA	"rhea/21395;kegg.reaction/R02536"	"styrene degradation;phenylethylamine degradation II;L-phenylalanine degradation IV (mammalian, via side chain);phenylethylamine degradation I;L-phenylalanine degradation II (anaerobic)"	NA	NA	""	2
"SS-BUTANEDIOL-DEHYDROGENASE-RXN"	"[(S,S)-2,3-butanediol-forming]-(S)-acetoin reductase;[(S)-acetoin forming]-(S,S)-2,3-butanediol dehydrogenase;(S)-acetoin reductase [(S,S)-2,3-butanediol forming];(S,S)-butanediol dehydrogenase"	"(S,S)-2,3-butanediol[s] + NAD+[s] <=> (S)-acetoin[s] + NADH[s] + H+[s]"	"ec-code/1.1.1.76"	"yHMPu5000035688_Cyberlindnera_xylosilytica@Seq_2645 or yHMPu5000034918_Nakazawaea_holstii@Seq_2751 or yHMPu5000034669_Blastobotrys_raffinofermentans@Seq_2298 or yHMPu5000041678_Debaryomyces_prosopidis@Seq_3660"	-1000	1000	NA	NA	"rhea/12187;kegg.reaction/R02344"	"(S,S)-butanediol degradation;(S,S)-butanediol biosynthesis"	NA	NA	""	2
"PEPSYNTH-RXN"	"phosphoenolpyruvate synthetase;pyruvate, water dikinase"	"ATP[s] + pyruvate[s] + H2O[s] <=> AMP[s] + phosphoenolpyruvate[s] + 2 H+[s] + phosphate[s]"	"ec-code/2.7.9.2"	"yHMPu5000034760_Lipomyces_kononenkoae@Seq_3932"	-1000	1000	NA	NA	"rhea/11365;kegg.reaction/R00199"	"glycolysis V (Pyrococcus);gluconeogenesis II (Methanobacterium thermoautotrophicum);gluconeogenesis I;glycolysis I (from glucose 6-phosphate);glycolysis II (from fructose 6-phosphate);reductive TCA cycle I"	NA	NA	""	2
"RXN-17057"	"12,13-epoxytrichothec-9-ene 4-hydroxylase"	"12,13-epoxytrichothec-9-ene[s] + oxygen[s] + Red-NADPH-Hemoprotein-Reductases[s] => trichodermol[s] + Ox-NADPH-Hemoprotein-Reductases[s] + H2O[s]"	"ec-code/1.14.14"	"Stagonospora_nodorum@Seq_7610"	0	1000	NA	NA	""	"harzianum A and trichodermin biosynthesis"	NA	NA	"pubmed/21642405"	2
"RXN-17052"	"3,15-diacetylnivalenol 4-acetyltransferase"	"acetyl-CoA[s] + 3,15-diacetylnivalenol[s] => coenzyme A[s] + 3,4,15-triacetylnivalenol[s]"	"ec-code/2.3.1"	"Fusarium_graminearum@Seq_11654"	0	1000	NA	NA	""	"nivalenol biosynthesis"	NA	NA	"pubmed/22069741"	2
"RXN-17051"	"3,15-diacetyldeoxynivalenol 4-hydroxylase"	"3,15-acetyldeoxynivalenol[s] + oxygen[s] + Red-NADPH-Hemoprotein-Reductases[s] => 3,15-diacetylnivalenol[s] + Ox-NADPH-Hemoprotein-Reductases[s] + H2O[s]"	"ec-code/1.14.14"	"Fusarium_graminearum@Seq_1418"	0	1000	NA	NA	""	"nivalenol biosynthesis"	NA	NA	"pubmed/22069741"	2
